instruction,original,opcode,mnemonic,operand_count,has_vector_reg,has_memory,has_immediate,has_masking,register_width,memory_width,prefix_type
VPACKSSDW xmm1,VEX.128.66.0F.WIG 6B /rVPACKSSDW xmm1,VEX.128.66.0F.WIG 6B /r,VPACKSSDW,1,1,1,0,0,0,0,VEX
VPUNPCKLQDQ xmm1,VEX.128.66.0F.WIG 6C/rVPUNPCKLQDQ xmm1,VEX.128.66.0F.WIG 6C/r,VPUNPCKLQDQ,1,1,1,0,0,0,0,VEX
VPUNPCKHQDQ xmm1,VEX.128.66.0F.WIG 6D/rVPUNPCKHQDQ xmm1,VEX.128.66.0F.WIG 6D/r,VPUNPCKHQDQ,1,1,1,0,0,0,0,VEX
VMOVDQA xmm1,VEX.128.66.0F.WIG 6F /rVMOVDQA xmm1,VEX.128.66.0F.WIG 6F /r,VMOVDQA,1,1,1,0,0,0,0,VEX
VEX.128.66.0F.WIG 70 /r ibVPSHUFD xmm1,VEX.128.66.0F.WIG 70 /r ibVPSHUFD xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 71 /2 ibVPSRLW xmm1,VEX.128.66.0F.WIG 71 /2 ibVPSRLW xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 71 /4 ibVPSRAW xmm1,VEX.128.66.0F.WIG 71 /4 ibVPSRAW xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 71 /6 ibVPSLLW xmm1,VEX.128.66.0F.WIG 71 /6 ibVPSLLW xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 72 /2 ibVPSRLD xmm1,VEX.128.66.0F.WIG 72 /2 ibVPSRLD xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 72 /4 ibVPSRAD xmm1,VEX.128.66.0F.WIG 72 /4 ibVPSRAD xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 72 /6 ibVPSLLD xmm1,VEX.128.66.0F.WIG 72 /6 ibVPSLLD xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 73 /2 ibVPSRLQ xmm1,VEX.128.66.0F.WIG 73 /2 ibVPSRLQ xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 73 /3 ibVPSRLDQ xmm1,VEX.128.66.0F.WIG 73 /3 ibVPSRLDQ xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 73 /6 ibVPSLLQ xmm1,VEX.128.66.0F.WIG 73 /6 ibVPSLLQ xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG 73 /7 ibVPSLLDQ xmm1,VEX.128.66.0F.WIG 73 /7 ibVPSLLDQ xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VPCMPEQB xmm1,VEX.128.66.0F.WIG 74 /rVPCMPEQB xmm1,VEX.128.66.0F.WIG 74 /r,VPCMPEQB,1,1,1,0,0,0,0,VEX
VPCMPEQW xmm1,VEX.128.66.0F.WIG 75 /rVPCMPEQW xmm1,VEX.128.66.0F.WIG 75 /r,VPCMPEQW,1,1,1,0,0,0,0,VEX
VPCMPEQD xmm1,VEX.128.66.0F.WIG 76 /rVPCMPEQD xmm1,VEX.128.66.0F.WIG 76 /r,VPCMPEQD,1,1,1,0,0,0,0,VEX
VHADDPD xmm1,VEX.128.66.0F.WIG 7C /rVHADDPD xmm1,VEX.128.66.0F.WIG 7C /r,VHADDPD,1,1,1,0,0,0,0,VEX
VHSUBPD xmm1,VEX.128.66.0F.WIG 7D /rVHSUBPD xmm1,VEX.128.66.0F.WIG 7D /r,VHSUBPD,1,1,1,0,0,0,0,VEX
VMOVDQA xmm2,VEX.128.66.0F.WIG 7F /rVMOVDQA xmm2/m128,VEX.128.66.0F.WIG 7F /r,VMOVDQA,1,1,1,0,0,0,0,VEX
VMOVDQA m128,VEX.128.66.0F.WIG 7F /rVMOVDQA xmm2/m128,VEX.128.66.0F.WIG 7F /r,VMOVDQA,1,0,1,0,0,0,128,VEX
VEX.128.66.0F.WIG C2 /r ibVCMPPD xmm1,VEX.128.66.0F.WIG C2 /r ibVCMPPD xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG C6 /r ibVSHUFPD xmm1,VEX.128.66.0F.WIG C6 /r ibVSHUFPD xmm1,,VEX.128.66.0F.WIG,4,1,1,0,0,0,0,NONE
VADDSUBPD xmm1,VEX.128.66.0F.WIG D0 /rVADDSUBPD xmm1,VEX.128.66.0F.WIG D0 /r,VADDSUBPD,1,1,1,0,0,0,0,VEX
VPSRLW xmm1,VEX.128.66.0F.WIG D1 /rVPSRLW xmm1,VEX.128.66.0F.WIG D1 /r,VPSRLW,1,1,1,0,0,0,0,VEX
VPSRLD xmm1,VEX.128.66.0F.WIG D2 /rVPSRLD xmm1,VEX.128.66.0F.WIG D2 /r,VPSRLD,1,1,1,0,0,0,0,VEX
VPSRLQ xmm1,VEX.128.66.0F.WIG D3 /rVPSRLQ xmm1,VEX.128.66.0F.WIG D3 /r,VPSRLQ,1,1,1,0,0,0,0,VEX
VPADDQ xmm1,VEX.128.66.0F.WIG D4 /rVPADDQ xmm1,VEX.128.66.0F.WIG D4 /r,VPADDQ,1,1,1,0,0,0,0,VEX
VPMULLW xmm1,VEX.128.66.0F.WIG D5 /rVPMULLW xmm1,VEX.128.66.0F.WIG D5 /r,VPMULLW,1,1,1,0,0,0,0,VEX
VMOVQ xmm1,VEX.128.66.0F.WIG D6 /rVMOVQ xmm1/m64,VEX.128.66.0F.WIG D6 /r,VMOVQ,1,1,1,0,0,0,0,VEX
VMOVQ m64,VEX.128.66.0F.WIG D6 /rVMOVQ xmm1/m64,VEX.128.66.0F.WIG D6 /r,VMOVQ,1,0,1,0,0,0,64,VEX
VPMOVMSKB reg,VEX.128.66.0F.WIG D7 /rVPMOVMSKB reg,VEX.128.66.0F.WIG D7 /r,VPMOVMSKB,1,0,0,0,0,0,0,VEX
VPSUBUSB xmm1,VEX.128.66.0F.WIG D8 /rVPSUBUSB xmm1,VEX.128.66.0F.WIG D8 /r,VPSUBUSB,1,1,1,0,0,0,0,VEX
VPSUBUSW xmm1,VEX.128.66.0F.WIG D9 /rVPSUBUSW xmm1,VEX.128.66.0F.WIG D9 /r,VPSUBUSW,1,1,1,0,0,0,0,VEX
VPAND xmm1,VEX.128.66.0F.WIG DB /rVPAND xmm1,VEX.128.66.0F.WIG DB /r,VPAND,1,1,1,0,0,0,0,VEX
VPADDUSW xmm1,VEX.128.66.0F.WIG DD /rVPADDUSW xmm1,VEX.128.66.0F.WIG DD /r,VPADDUSW,1,1,1,0,0,0,0,VEX
VPANDN xmm1,VEX.128.66.0F.WIG DF /rVPANDN xmm1,VEX.128.66.0F.WIG DF /r,VPANDN,1,1,1,0,0,0,0,VEX
VPAVGB xmm1,VEX.128.66.0F.WIG E0 /rVPAVGB xmm1,VEX.128.66.0F.WIG E0 /r,VPAVGB,1,1,1,0,0,0,0,VEX
VPSRAW xmm1,VEX.128.66.0F.WIG E1 /rVPSRAW xmm1,VEX.128.66.0F.WIG E1 /r,VPSRAW,1,1,1,0,0,0,0,VEX
VPSRAD xmm1,VEX.128.66.0F.WIG E2 /rVPSRAD xmm1,VEX.128.66.0F.WIG E2 /r,VPSRAD,1,1,1,0,0,0,0,VEX
VPAVGW xmm1,VEX.128.66.0F.WIG E3 /rVPAVGW xmm1,VEX.128.66.0F.WIG E3 /r,VPAVGW,1,1,1,0,0,0,0,VEX
VPMULHUW xmm1,VEX.128.66.0F.WIG E4 /rVPMULHUW xmm1,VEX.128.66.0F.WIG E4 /r,VPMULHUW,1,1,1,0,0,0,0,VEX
VPMULHW xmm1,VEX.128.66.0F.WIG E5 /rVPMULHW xmm1,VEX.128.66.0F.WIG E5 /r,VPMULHW,1,1,1,0,0,0,0,VEX
VCVTTPD2DQ xmm1,VEX.128.66.0F.WIG E6 /rVCVTTPD2DQ xmm1,VEX.128.66.0F.WIG E6 /r,VCVTTPD2DQ,1,1,1,0,0,0,0,VEX
VMOVNTDQ m128,VEX.128.66.0F.WIG E7 /rVMOVNTDQ m128,VEX.128.66.0F.WIG E7 /r,VMOVNTDQ,1,0,1,0,0,0,128,VEX
VPSUBSB xmm1,VEX.128.66.0F.WIG E8 /rVPSUBSB xmm1,VEX.128.66.0F.WIG E8 /r,VPSUBSB,1,1,1,0,0,0,0,VEX
VPSUBSW xmm1,VEX.128.66.0F.WIG E9 /rVPSUBSW xmm1,VEX.128.66.0F.WIG E9 /r,VPSUBSW,1,1,1,0,0,0,0,VEX
VPOR xmm1,VEX.128.66.0F.WIG EB /rVPOR xmm1,VEX.128.66.0F.WIG EB /r,VPOR,1,1,1,0,0,0,0,VEX
VPADDSB xmm1,VEX.128.66.0F.WIG EC /rVPADDSB xmm1,VEX.128.66.0F.WIG EC /r,VPADDSB,1,1,1,0,0,0,0,VEX
VPADDSW xmm1,VEX.128.66.0F.WIG ED /rVPADDSW xmm1,VEX.128.66.0F.WIG ED /r,VPADDSW,1,1,1,0,0,0,0,VEX
VPMAXSW xmm1,VEX.128.66.0F.WIG EE /rVPMAXSW xmm1,VEX.128.66.0F.WIG EE /r,VPMAXSW,1,1,1,0,0,16,0,VEX
VPXOR xmm1,VEX.128.66.0F.WIG EF /rVPXOR xmm1,VEX.128.66.0F.WIG EF /r,VPXOR,1,1,1,0,0,0,0,VEX
VPSLLW xmm1,VEX.128.66.0F.WIG F1 /rVPSLLW xmm1,VEX.128.66.0F.WIG F1 /r,VPSLLW,1,1,1,0,0,0,0,VEX
VPSLLD xmm1,VEX.128.66.0F.WIG F2 /rVPSLLD xmm1,VEX.128.66.0F.WIG F2 /r,VPSLLD,1,1,1,0,0,0,0,VEX
VPSLLQ xmm1,VEX.128.66.0F.WIG F3 /rVPSLLQ xmm1,VEX.128.66.0F.WIG F3 /r,VPSLLQ,1,1,1,0,0,0,0,VEX
VPMULUDQ xmm1,VEX.128.66.0F.WIG F4 /rVPMULUDQ xmm1,VEX.128.66.0F.WIG F4 /r,VPMULUDQ,1,1,1,0,0,0,0,VEX
VPMADDWD xmm1,VEX.128.66.0F.WIG F5 /rVPMADDWD xmm1,VEX.128.66.0F.WIG F5 /r,VPMADDWD,1,1,1,0,0,0,0,VEX
VPSADBW xmm1,VEX.128.66.0F.WIG F6 /rVPSADBW xmm1,VEX.128.66.0F.WIG F6 /r,VPSADBW,1,1,1,0,0,0,0,VEX
VMASKMOVDQU xmm1,VEX.128.66.0F.WIG F7 /rVMASKMOVDQU xmm1,VEX.128.66.0F.WIG F7 /r,VMASKMOVDQU,1,1,1,0,0,0,0,VEX
VPSUBB xmm1,VEX.128.66.0F.WIG F8 /rVPSUBB xmm1,VEX.128.66.0F.WIG F8 /r,VPSUBB,1,1,1,0,0,0,0,VEX
VPSUBW xmm1,VEX.128.66.0F.WIG F9 /rVPSUBW xmm1,VEX.128.66.0F.WIG F9 /r,VPSUBW,1,1,1,0,0,0,0,VEX
VPSUBD xmm1,VEX.128.66.0F.WIG FA /rVPSUBD xmm1,VEX.128.66.0F.WIG FA /r,VPSUBD,1,1,1,0,0,0,0,VEX
VPSUBQ xmm1,VEX.128.66.0F.WIG FB/rVPSUBQ xmm1,VEX.128.66.0F.WIG FB/r,VPSUBQ,1,1,1,0,0,0,0,VEX
VPADDB xmm1,VEX.128.66.0F.WIG FC /rVPADDB xmm1,VEX.128.66.0F.WIG FC /r,VPADDB,1,1,1,0,0,0,0,VEX
VPADDW xmm1,VEX.128.66.0F.WIG FD /rVPADDW xmm1,VEX.128.66.0F.WIG FD /r,VPADDW,1,1,1,0,0,0,0,VEX
VPADDD xmm1,VEX.128.66.0F.WIG FE /rVPADDD xmm1,VEX.128.66.0F.WIG FE /r,VPADDD,1,1,1,0,0,0,0,VEX
VEX.128.66.0F.WIG imm8,VEX.128.66.0F.WIG imm8,,VEX.128.66.0F.WIG,1,0,1,1,0,8,8,NONE
VEX.128.66.0F.WIG m64,VEX.128.66.0F.WIG m64,,VEX.128.66.0F.WIG,1,0,1,0,0,0,64,NONE
VEX.128.66.0F.WIG xmm1,VEX.128.66.0F.WIG xmm1,,VEX.128.66.0F.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG xmm2,VEX.128.66.0F.WIG xmm2,,VEX.128.66.0F.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG xmm2,VEX.128.66.0F.WIG xmm2/m128,,VEX.128.66.0F.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG m128,VEX.128.66.0F.WIG xmm2/m128,,VEX.128.66.0F.WIG,1,0,1,0,0,0,128,NONE
VEX.128.66.0F.WIG xmm3,VEX.128.66.0F.WIG xmm3/m128,,VEX.128.66.0F.WIG,1,1,1,0,0,0,0,NONE
VEX.128.66.0F.WIG m128,VEX.128.66.0F.WIG xmm3/m128,,VEX.128.66.0F.WIG,1,0,1,0,0,0,128,NONE
VPACKUSDW xmm1,VEX.128.66.0F38 2B /rVPACKUSDW xmm1,VEX.128.66.0F38 2B /r,VPACKUSDW,1,1,1,0,0,0,0,VEX
VPMINSB xmm1,VEX.128.66.0F38 38 /rVPMINSB xmm1,VEX.128.66.0F38 38 /r,VPMINSB,1,1,1,0,0,0,0,VEX
VPMINUW xmm1,VEX.128.66.0F38 3A/rVPMINUW xmm1,VEX.128.66.0F38 3A/r,VPMINUW,1,1,1,0,0,0,0,VEX
VPMAXUW xmm1,VEX.128.66.0F38 3E/rVPMAXUW xmm1,VEX.128.66.0F38 3E/r,VPMAXUW,1,1,1,0,0,16,0,VEX
VEX.128.66.0F38 xmm2,VEX.128.66.0F38 xmm2,,VEX.128.66.0F38,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38 xmm3,VEX.128.66.0F38 xmm3/m128,,VEX.128.66.0F38,1,1,1,0,0,0,0,NONE
VEX.128.66.0F38 m128,VEX.128.66.0F38 xmm3/m128,,VEX.128.66.0F38,1,0,1,0,0,0,128,NONE
VPERMILPS xmm1,VEX.128.66.0F38.W0 0C /rVPERMILPS xmm1,VEX.128.66.0F38.W0 0C /r,VPERMILPS,1,1,1,0,0,0,0,VEX
VPERMILPD xmm1,VEX.128.66.0F38.W0 0D /rVPERMILPD xmm1,VEX.128.66.0F38.W0 0D /r,VPERMILPD,1,1,1,0,0,0,0,VEX
VTESTPS xmm1,VEX.128.66.0F38.W0 0E /rVTESTPS xmm1,VEX.128.66.0F38.W0 0E /r,VTESTPS,1,1,1,0,0,0,0,VEX
VTESTPD xmm1,VEX.128.66.0F38.W0 0F /rVTESTPD xmm1,VEX.128.66.0F38.W0 0F /r,VTESTPD,1,1,1,0,0,0,0,VEX
VCVTPH2PS xmm1,VEX.128.66.0F38.W0 13 /rVCVTPH2PS xmm1,VEX.128.66.0F38.W0 13 /r,VCVTPH2PS,1,1,1,0,0,0,0,VEX
VBROADCASTSS xmm1,VEX.128.66.0F38.W0 18 /rVBROADCASTSS xmm1,VEX.128.66.0F38.W0 18 /r,VBROADCASTSS,1,1,1,0,0,0,0,VEX
VBROADCASTSS xmm1,VEX.128.66.0F38.W0 18/rVBROADCASTSS xmm1,VEX.128.66.0F38.W0 18/r,VBROADCASTSS,1,1,1,0,0,0,0,VEX
VMASKMOVPS xmm1,VEX.128.66.0F38.W0 2C /rVMASKMOVPS xmm1,VEX.128.66.0F38.W0 2C /r,VMASKMOVPS,1,1,1,0,0,0,0,VEX
VMASKMOVPD xmm1,VEX.128.66.0F38.W0 2D /rVMASKMOVPD xmm1,VEX.128.66.0F38.W0 2D /r,VMASKMOVPD,1,1,1,0,0,0,0,VEX
VMASKMOVPS m128,VEX.128.66.0F38.W0 2E /rVMASKMOVPS m128,VEX.128.66.0F38.W0 2E /r,VMASKMOVPS,1,0,1,0,0,0,128,VEX
VMASKMOVPD m128,VEX.128.66.0F38.W0 2F /rVMASKMOVPD m128,VEX.128.66.0F38.W0 2F /r,VMASKMOVPD,1,0,1,0,0,0,128,VEX
VPSRLVD xmm1,VEX.128.66.0F38.W0 45 /rVPSRLVD xmm1,VEX.128.66.0F38.W0 45 /r,VPSRLVD,1,1,1,0,0,0,0,VEX
VPSRAVD xmm1,VEX.128.66.0F38.W0 46 /rVPSRAVD xmm1,VEX.128.66.0F38.W0 46 /r,VPSRAVD,1,1,1,0,0,0,0,VEX
VPSLLVD xmm1,VEX.128.66.0F38.W0 47 /rVPSLLVD xmm1,VEX.128.66.0F38.W0 47 /r,VPSLLVD,1,1,1,0,0,0,0,VEX
VEX.128.66.0F38.W0 49 !(11):000:bbbSTTILECFG m512,VEX.128.66.0F38.W0 49 !(11):000:bbbSTTILECFG m512,,VEX.128.66.0F38.W0,3,0,1,0,0,0,512,NONE
VEX.128.66.0F38.W0 4B !(11):rrr:100TILELOADDT1 tmm1,VEX.128.66.0F38.W0 4B !(11):rrr:100TILELOADDT1 tmm1,,VEX.128.66.0F38.W0,3,0,1,0,0,0,0,NONE
VPDPBUSD xmm1,VEX.128.66.0F38.W0 50 /rVPDPBUSD xmm1,VEX.128.66.0F38.W0 50 /r,VPDPBUSD,1,1,1,0,0,0,0,VEX
VPDPBUSDS xmm1,VEX.128.66.0F38.W0 51 /rVPDPBUSDS xmm1,VEX.128.66.0F38.W0 51 /r,VPDPBUSDS,1,1,1,0,0,0,0,VEX
VPDPWSSD xmm1,VEX.128.66.0F38.W0 52 /rVPDPWSSD xmm1,VEX.128.66.0F38.W0 52 /r,VPDPWSSD,1,1,1,0,0,0,0,VEX
VPDPWSSDS xmm1,VEX.128.66.0F38.W0 53 /rVPDPWSSDS xmm1,VEX.128.66.0F38.W0 53 /r,VPDPWSSDS,1,1,1,0,0,0,0,VEX
VPBROADCASTD xmm1,VEX.128.66.0F38.W0 58 /rVPBROADCASTD xmm1,VEX.128.66.0F38.W0 58 /r,VPBROADCASTD,1,1,1,0,0,0,0,VEX
VPBROADCASTQ xmm1,VEX.128.66.0F38.W0 59 /rVPBROADCASTQ xmm1,VEX.128.66.0F38.W0 59 /r,VPBROADCASTQ,1,1,1,0,0,0,0,VEX
VEX.128.66.0F38.W0 5E 11:rrr:bbbTDPBUSD tmm1,VEX.128.66.0F38.W0 5E 11:rrr:bbbTDPBUSD tmm1,,VEX.128.66.0F38.W0,3,0,1,0,0,0,0,NONE
VPBROADCASTB xmm1,VEX.128.66.0F38.W0 78 /rVPBROADCASTB xmm1,VEX.128.66.0F38.W0 78 /r,VPBROADCASTB,1,1,1,0,0,0,0,VEX
VPBROADCASTW xmm1,VEX.128.66.0F38.W0 79 /rVPBROADCASTW xmm1,VEX.128.66.0F38.W0 79 /r,VPBROADCASTW,1,1,1,0,0,0,0,VEX
VPMASKMOVD xmm1,VEX.128.66.0F38.W0 8C /rVPMASKMOVD xmm1,VEX.128.66.0F38.W0 8C /r,VPMASKMOVD,1,1,1,0,0,0,0,VEX
VPMASKMOVD m128,VEX.128.66.0F38.W0 8E /rVPMASKMOVD m128,VEX.128.66.0F38.W0 8E /r,VPMASKMOVD,1,0,1,0,0,0,128,VEX
VPGATHERDD xmm1,VEX.128.66.0F38.W0 90 /rVPGATHERDD xmm1,VEX.128.66.0F38.W0 90 /r,VPGATHERDD,1,1,1,0,0,0,0,VEX
VPGATHERQD xmm1,VEX.128.66.0F38.W0 91 /rVPGATHERQD xmm1,VEX.128.66.0F38.W0 91 /r,VPGATHERQD,1,1,1,0,0,0,0,VEX
VGATHERDPS xmm1,VEX.128.66.0F38.W0 92 /rVGATHERDPS xmm1,VEX.128.66.0F38.W0 92 /r,VGATHERDPS,1,1,1,0,0,0,0,VEX
VGATHERQPS xmm1,VEX.128.66.0F38.W0 93 /rVGATHERQPS xmm1,VEX.128.66.0F38.W0 93 /r,VGATHERQPS,1,1,1,0,0,0,0,VEX
VFMADDSUB132PS xmm1,VEX.128.66.0F38.W0 96 /rVFMADDSUB132PS xmm1,VEX.128.66.0F38.W0 96 /r,VFMADDSUB132PS,1,1,1,0,0,0,0,VEX
VFMSUBADD132PS xmm1,VEX.128.66.0F38.W0 97 /rVFMSUBADD132PS xmm1,VEX.128.66.0F38.W0 97 /r,VFMSUBADD132PS,1,1,1,0,0,0,0,VEX
VFMADD132PS xmm1,VEX.128.66.0F38.W0 98 /rVFMADD132PS xmm1,VEX.128.66.0F38.W0 98 /r,VFMADD132PS,1,1,1,0,0,0,0,VEX
VFMSUB132PS xmm1,VEX.128.66.0F38.W0 9A /rVFMSUB132PS xmm1,VEX.128.66.0F38.W0 9A /r,VFMSUB132PS,1,1,1,0,0,0,0,VEX
VFNMADD132PS xmm1,VEX.128.66.0F38.W0 9C /rVFNMADD132PS xmm1,VEX.128.66.0F38.W0 9C /r,VFNMADD132PS,1,1,1,0,0,0,0,VEX
VFNMSUB132PS xmm1,VEX.128.66.0F38.W0 9E /rVFNMSUB132PS xmm1,VEX.128.66.0F38.W0 9E /r,VFNMSUB132PS,1,1,1,0,0,0,0,VEX
VFMADDSUB213PS xmm1,VEX.128.66.0F38.W0 A6 /rVFMADDSUB213PS xmm1,VEX.128.66.0F38.W0 A6 /r,VFMADDSUB213PS,1,1,1,0,0,0,0,VEX
VFMSUBADD213PS xmm1,VEX.128.66.0F38.W0 A7 /rVFMSUBADD213PS xmm1,VEX.128.66.0F38.W0 A7 /r,VFMSUBADD213PS,1,1,1,0,0,0,0,VEX
VFMADD213PS xmm1,VEX.128.66.0F38.W0 A8 /rVFMADD213PS xmm1,VEX.128.66.0F38.W0 A8 /r,VFMADD213PS,1,1,1,0,0,0,0,VEX
VFMSUB213PS xmm1,VEX.128.66.0F38.W0 AA /rVFMSUB213PS xmm1,VEX.128.66.0F38.W0 AA /r,VFMSUB213PS,1,1,1,0,0,0,0,VEX
VFNMADD213PS xmm1,VEX.128.66.0F38.W0 AC /rVFNMADD213PS xmm1,VEX.128.66.0F38.W0 AC /r,VFNMADD213PS,1,1,1,0,0,0,0,VEX
VFNMSUB213PS xmm1,VEX.128.66.0F38.W0 AE /rVFNMSUB213PS xmm1,VEX.128.66.0F38.W0 AE /r,VFNMSUB213PS,1,1,1,0,0,0,0,VEX
VEX.128.66.0F38.W0 B0 !(11):rrr:bbbVCVTNEEPH2PS xmm1,VEX.128.66.0F38.W0 B0 !(11):rrr:bbbVCVTNEEPH2PS xmm1,,VEX.128.66.0F38.W0,3,1,1,0,0,0,0,NONE
VEX.128.66.0F38.W0 B1 !(11):rrr:bbbVBCSTNESH2PS xmm1,VEX.128.66.0F38.W0 B1 !(11):rrr:bbbVBCSTNESH2PS xmm1,,VEX.128.66.0F38.W0,3,1,1,0,0,0,0,NONE
VFMADDSUB231PS xmm1,VEX.128.66.0F38.W0 B6 /rVFMADDSUB231PS xmm1,VEX.128.66.0F38.W0 B6 /r,VFMADDSUB231PS,1,1,1,0,0,0,0,VEX
VFMSUBADD231PS xmm1,VEX.128.66.0F38.W0 B7 /rVFMSUBADD231PS xmm1,VEX.128.66.0F38.W0 B7 /r,VFMSUBADD231PS,1,1,1,0,0,0,0,VEX
VFMADD231PS xmm1,VEX.128.66.0F38.W0 B8 /rVFMADD231PS xmm1,VEX.128.66.0F38.W0 B8 /r,VFMADD231PS,1,1,1,0,0,0,0,VEX
VFMSUB231PS xmm1,VEX.128.66.0F38.W0 BA /rVFMSUB231PS xmm1,VEX.128.66.0F38.W0 BA /r,VFMSUB231PS,1,1,1,0,0,0,0,VEX
VFNMADD231PS xmm1,VEX.128.66.0F38.W0 BC /rVFNMADD231PS xmm1,VEX.128.66.0F38.W0 BC /r,VFNMADD231PS,1,1,1,0,0,0,0,VEX
VFNMSUB231PS xmm1,VEX.128.66.0F38.W0 BE /rVFNMSUB231PS xmm1,VEX.128.66.0F38.W0 BE /r,VFNMSUB231PS,1,1,1,0,0,0,0,VEX
VGF2P8MULB xmm1,VEX.128.66.0F38.W0 CF /rVGF2P8MULB xmm1,VEX.128.66.0F38.W0 CF /r,VGF2P8MULB,1,1,1,0,0,0,0,VEX
VPDPWUSD xmm1,VEX.128.66.0F38.W0 D2 /rVPDPWUSD xmm1,VEX.128.66.0F38.W0 D2 /r,VPDPWUSD,1,1,1,0,0,0,0,VEX
VPDPWUSDS xmm1,VEX.128.66.0F38.W0 D3 /rVPDPWUSDS xmm1,VEX.128.66.0F38.W0 D3 /r,VPDPWUSDS,1,1,1,0,0,0,0,VEX
VSM3MSG2 xmm1,VEX.128.66.0F38.W0 DA /rVSM3MSG2 xmm1,VEX.128.66.0F38.W0 DA /r,VSM3MSG2,1,1,1,0,0,0,0,VEX
VEX.128.66.0F38.W0 E0 !(11):rrr:bbbCMPOXADD m32,VEX.128.66.0F38.W0 E0 !(11):rrr:bbbCMPOXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 E1 !(11):rrr:bbbCMPNOXADD m32,VEX.128.66.0F38.W0 E1 !(11):rrr:bbbCMPNOXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 E2 !(11):rrr:bbbCMPBXADD m32,VEX.128.66.0F38.W0 E2 !(11):rrr:bbbCMPBXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,16,32,NONE
VEX.128.66.0F38.W0 E3 !(11):rrr:bbbCMPNBXADD m32,VEX.128.66.0F38.W0 E3 !(11):rrr:bbbCMPNBXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,16,32,NONE
VEX.128.66.0F38.W0 E4 !(11):rrr:bbbCMPZXADD m32,VEX.128.66.0F38.W0 E4 !(11):rrr:bbbCMPZXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 E5 !(11):rrr:bbbCMPNZXADD m32,VEX.128.66.0F38.W0 E5 !(11):rrr:bbbCMPNZXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 E6 !(11):rrr:bbbCMPBEXADD m32,VEX.128.66.0F38.W0 E6 !(11):rrr:bbbCMPBEXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 E7 !(11):rrr:bbbCMPNBEXADD m32,VEX.128.66.0F38.W0 E7 !(11):rrr:bbbCMPNBEXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 E8 !(11):rrr:bbbCMPSXADD m32,VEX.128.66.0F38.W0 E8 !(11):rrr:bbbCMPSXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 E9 !(11):rrr:bbbCMPNSXADD m32,VEX.128.66.0F38.W0 E9 !(11):rrr:bbbCMPNSXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 EA !(11):rrr:bbbCMPPXADD m32,VEX.128.66.0F38.W0 EA !(11):rrr:bbbCMPPXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
VEX.128.66.0F38.W0 EB !(11):rrr:bbbCMPNPXADD m32,VEX.128.66.0F38.W0 EB !(11):rrr:bbbCMPNPXADD m32,,VEX.128.66.0F38.W0,3,0,1,0,0,0,32,NONE
