Instruction Syntax
NP 0F 59 /rMULPS xmm1
NP 0F 5A /rCVTPS2PD xmm1
NP 0F 5B /rCVTDQ2PS xmm1
NP 0F 5C /rSUBPS xmm1
NP 0F 5D /rMINPS xmm1
NP 0F 5E /rDIVPS xmm1
NP 0F 5F /rMAXPS xmm1
NP 0F 60 /r1PUNPCKLBW mm
NP 0F 61 /r1PUNPCKLWD mm
NP 0F 62 /r1PUNPCKLDQ mm
NP 0F 63 /r1PACKSSWB mm1
NP 0F 64 /r1PCMPGTB mm
NP 0F 65 /r1PCMPGTW mm
NP 0F 66 /r1PCMPGTD mm
NP 0F 67 /r1PACKUSWB mm
NP 0F 68 /r1PUNPCKHBW mm
NP 0F 69 /r1PUNPCKHWD mm
NP 0F 6A /r1PUNPCKHDQ mm
NP 0F 6B /r1PACKSSDW mm1
NP 0F 6E /rMOVD mm
NP 0F 6F /rMOVQ mm
NP 0F 70 /r ibPSHUFW mm1
NP 0F 71 /2 ib1PSRLW mm
NP 0F 71 /4 ib1PSRAW mm
NP 0F 71 /6 ibPSLLW mm1
NP 0F 72 /2 ib1PSRLD mm
NP 0F 72 /4 ib1PSRAD mm
NP 0F 72 /6 ib1PSLLD mm
NP 0F 73 /2 ib1PSRLQ mm
NP 0F 73 /6 ib1PSLLQ mm
NP 0F 74 /r1PCMPEQB mm
NP 0F 75 /r1PCMPEQW mm
NP 0F 76 /r1PCMPEQD mm
NP 0F 7E /rMOVD r/m32
NP 0F 7F /rMOVQ mm/m64
NP 0F AE /0FXSAVE m512byte
NP 0F AE /1FXRSTOR m512byte
NP 0F AE /2LDMXCSR m32
NP 0F AE /3STMXCSR m32
NP 0F AE /4XSAVE mem
NP 0F AE /5XRSTOR mem
NP 0F AE /6XSAVEOPT mem
NP 0F AE /7CLFLUSH m8
NP 0F AE E8LFENCE
NP 0F AE F0MFENCE
NP 0F C2 /r ibCMPPS xmm1
NP 0F C3 /rMOVNTI m32
NP 0F C4 /r ib1PINSRW mm
NP 0F C5 /r ib1PEXTRW reg
NP 0F C6 /r ibSHUFPS xmm1
NP 0F C7 /3XRSTORS mem
NP 0F C7 /4XSAVEC mem
NP 0F C7 /5XSAVES mem
NP 0F D1 /r1PSRLW mm
NP 0F D2 /r1PSRLD mm
NP 0F D3 /r1PSRLQ mm
NP 0F D4 /r1PADDQ mm
NP 0F D5 /r1PMULLW mm
NP 0F D7 /r1PMOVMSKB reg
NP 0F D8 /r1PSUBUSB mm
NP 0F D9 /r1PSUBUSW mm
NP 0F DA /r1PMINUB mm1
NP 0F DB /r1PAND mm
NP 0F DC /r1PADDUSB mm
NP 0F DD /r1PADDUSW mm
NP 0F DE /r1PMAXUB mm1
NP 0F DF /r1PANDN mm
NP 0F E0 /r1PAVGB mm1
NP 0F E1 /r1PSRAW mm
NP 0F E2 /r1PSRAD mm
NP 0F E3 /r1PAVGW mm1
NP 0F E4 /r1PMULHUW mm1
NP 0F E5 /r1PMULHW mm
NP 0F E8 /r1PSUBSB mm
NP 0F E9 /r1PSUBSW mm
NP 0F EA /r1PMINSW mm1
NP 0F EB /r1POR mm
NP 0F EC /r1PADDSB mm
NP 0F ED /r1PADDSW mm
NP 0F EE /r1PMAXSW mm1
NP 0F EF /r1PXOR mm
NP 0F F1 /r1PSLLW mm
NP 0F F2 /r1PSLLD mm
NP 0F F3 /r1PSLLQ mm
NP 0F F4 /r1PMULUDQ mm1
NP 0F F5 /r1PMADDWD mm
NP 0F F6 /r1PSADBW mm1
NP 0F F7 /rMASKMOVQ mm1
NP 0F F8 /r1PSUBB mm
NP 0F F9 /r1PSUBW mm
NP 0F FA /r1PSUBD mm
NP 0F FB /r1PSUBQ mm1
NP 0F FC /r1PADDB mm
NP 0F FD /r1PADDW mm
NP 0F FE /r1PADDD mm
NP <XMM0>
NP REX.W + 0F 38 F9 /rMOVDIRI m64
NP REX.W + 0F 6E /rMOVQ mm
NP REX.W + 0F 7E /rMOVQ r/m64
NP REX.W + 0F AE /0FXSAVE64 m512byte
NP REX.W + 0F AE /1FXRSTOR64 m512byte
NP REX.W + 0F AE /4XSAVE64 mem
NP REX.W + 0F AE /5XRSTOR64 mem
NP REX.W + 0F AE /6XSAVEOPT64 mem
NP REX.W + 0F C3 /rMOVNTI m64
NP REX.W + 0F C7 /3XRSTORS64 mem
NP REX.W + 0F C7 /4XSAVEC64 mem
NP REX.W + 0F C7 /5XSAVES64 mem
NP bnd
NP imm8
NP m64
NP mib
NP mm
NP mm/m32
NP mm/m64
NP mm2
NP mm2/m64
NP r/m32
NP r/m64
NP r32
NP r32/m16
NP r64
NP xmm
NP xmm/m64
NP xmm1
NP xmm2
NP xmm2/m128
NP xmm2/m32
NP xmm2/m64
NP xmm3/m128
OR AL
OR AX
OR EAX
OR RAX
OR imm16
OR imm32
OR imm8
OR r/m16
OR r/m32
OR r/m64
OR r/m81
OR r16
OR r32
OR r64
OR r81
OUT AL
OUT AX
OUT DX
OUT EAX
OUT imm8
OUTS DX
OUTS m16
OUTS m32
OUTS m8
OUTSB
OUTSD
OUTSW
PAUSE
POP DS
POP ES
POP FS
POP GS
POP SS
POP r/m16
POP r/m32
POP r/m64
POP r16
POP r32
POP r64
POPA
POPAD
POPCNT r/m16
POPCNT r/m32
POPCNT r/m64
POPCNT r16
POPCNT r32
POPCNT r64
POPF
POPFD
POPFQ
PUSH CS
PUSH DS
PUSH ES
PUSH FS
PUSH GS
PUSH SS
PUSH imm16
PUSH imm32
PUSH imm8
PUSH r/m16
PUSH r/m32
PUSH r/m64
PUSH r16
PUSH r32
PUSH r64
PUSHA
PUSHAD
PUSHF
PUSHFD
PUSHFQ
RAX to memory64
RAX with memory64 (to RDX:RAX)
RAX with qwordregister (to RDX:RAX)
RCL 1
RCL CL
RCL imm8
RCL r/m16
RCL r/m32
RCL r/m64
RCL r/m82
RCR 1
RCR CL
RCR imm8
RCR r/m16
RCR r/m32
RCR r/m64
RCR r/m82
RDMSR
RDPKRU
RDPMC
RDTSC
RDTSCP
RDX:RAX := RAX with memory64
RDX:RAX := RAX with qwordregister
RDX:RAX by memory64
RDX:RAX by qwordregister
RDX:RAX with memory128
REP DX
REP INS m16
REP INS m32
REP INS m8
REP LODS AL
REP LODS AX
REP LODS EAX
REP LODS RAX
REP MOVS m16
REP MOVS m32
REP MOVS m64
REP MOVS m8
REP OUTS DX
REP STOS m16
REP STOS m32
REP STOS m64
REP STOS m8
REP m16
REP m32
REP m64
REP m8
REPE CMPS m16
REPE CMPS m32
REPE CMPS m64
REPE CMPS m8
REPE SCAS m16
REPE SCAS m32
REPE SCAS m64
REPE SCAS m8
REPE m16
REPE m32
REPE m64
REPE m8
REPNE CMPS m16
REPNE CMPS m32
REPNE CMPS m64
REPNE CMPS m8
REPNE SCAS m16
REPNE SCAS m32
REPNE SCAS m64
REPNE SCAS m8
REPNE m16
REPNE m32
REPNE m64
REPNE m8
RET
RET imm16
REX.W + 0F 38 F0 /rMOVBE r64
REX.W + 0F 38 F1 /rMOVBE m64
REX.W + 0F C7 /1CMPXCHG16B m128
REX.W 0F 38 F6 !(11):rrr:bbbWRSSQ m64
REX.W m64
REX.W r64
ROL 1
ROL 2 1
ROL CL
ROL imm8
ROL r/m16
ROL r/m32
ROL r/m64
ROL r/m8
ROL r/m82
ROR 1
ROR CL
ROR imm8
ROR r/m16
ROR r/m32
ROR r/m64
ROR r/m82
RSM
SAHF
SAL 1
SAL CL
SAL imm8
SAL r/m16
SAL r/m32
SAL r/m64
SAL r/m82
SAR 1
SAR CL
SAR imm8
SAR r/m16
SAR r/m32
SAR r/m64
SAR r/m82
SBB AL
SBB AX
SBB EAX
SBB RAX
SBB imm16
SBB imm32
SBB imm8
SBB r/m16
SBB r/m32
SBB r/m64
SBB r/m81
SBB r16
SBB r32
SBB r64
SBB r81
SCAS m16
SCAS m32
SCAS m64
SCAS m8
SCASB
SCASD
SCASQ
SCASW
SETA r/m81
SETAE r/m81
SETB r/m81
SETBE r/m81
SETC r/m81
SETE r/m81
SETG r/m81
SETGE r/m81
SETL r/m81
SETLE r/m81
SETNA r/m81
SETNAE r/m81
SETNB r/m81
SETNBE r/m81
SETNC r/m81
SETNE r/m81
SETNG r/m81
SETNGE r/m81
SETNL r/m81
SETNLE r/m81
SETNO r/m81
SETNP r/m81
SETNS r/m81
SETNZ r/m81
SETO r/m81
SETP r/m81
SETPE r/m81
SETPO r/m81
SETS r/m81
SETZ r/m81
SFENCE
SGDT m
SHL 1
SHL CL
SHL imm8
SHL r/m16
SHL r/m32
SHL r/m64
SHL r/m82
SHLD CL
SHLD imm8
SHLD r/m16
SHLD r/m32
SHLD r/m64
SHLD r16
SHLD r32
SHLD r64
SHR 1
SHR CL
SHR imm8
SHR r/m16
SHR r/m32
SHR r/m64
SHR r/m82
SHRD CL
SHRD imm8
SHRD r/m16
SHRD r/m32
SHRD r/m64
SHRD r16
SHRD r32
SHRD r64
SIDT m
SLDT r/m16
SMSW r/m16
SMSW r32/m16
SMSW r64/m16
SS segment override
SS:r16/r32 with far pointer from memory
SS:r64 with far pointer from memory
ST(0) := 16-bit memory ÷ ST(0)
ST(0) := 16-bit memory − ST(0)
ST(0) := 32-bit memory ÷ ST(0)
ST(0) := 32-bit memory − ST(0)
ST(0) := 64-bit memory ÷ ST(0)
ST(0) := ST(0) + 16-bit memory
ST(0) := ST(0) + 32-bit memory
ST(0) := ST(0) + 64-bit memory
ST(0) := ST(0) + ST(i)
ST(0) := ST(0) × 16-bit memory
ST(0) := ST(0) × 32-bit memory
ST(0) := ST(0) × 64-bit memory
ST(0) := ST(0) ÷ 16-bit memory
ST(0) := ST(0) ÷ 32-bit memory
ST(0) := ST(0) ÷ 64-bit memory
ST(0) := ST(0) ÷ ST(i)
ST(0) := ST(i) ÷ ST(0)
ST(d) := ST(0) + ST(i)
ST(d) := ST(0) × ST(i)
ST(d) := ST(0) ÷ ST(i)
ST(d) := ST(i) ÷ ST(0)
ST(i)
ST(i) := ST(0) × ST(i)
STC
STD
STI
STOS m16
STOS m32
STOS m64
STOS m8
STOSB
STOSD
STOSQ
STOSW
STR r/m16
SUB AL
SUB AX
SUB EAX
SUB RAX
SUB imm16
SUB imm32
SUB imm8
SUB r/m16
SUB r/m32
SUB r/m64
SUB r/m81
SUB r16
SUB r32
SUB r64
SUB r81
SWAPGS
SYSCALL
SYSENTER
SYSEXIT
SYSRET
TEST AL
TEST AX
TEST EAX
TEST RAX
TEST imm16
TEST imm32
TEST imm8
TEST r/m16
TEST r/m32
TEST r/m64
TEST r/m81
TEST r16
TEST r32
TEST r64
TEST r81
UD01 r/m32
UD01 r32
UD1 r/m32
UD1 r32
UD2
UDB
VCVTPH2PS
VCVTPH2PS VCVTPS2PH
VEX-encoded instructions operating on YMM
VEX-encoded instructions operating on opmask
VEX.128.0F 54 /rVANDPS xmm1
VEX.128.0F 55 /rVANDNPS xmm1
VEX.128.0F 56 /rVORPS xmm1
VEX.128.0F xmm2
VEX.128.0F xmm3/m128
VEX.128.0F.WIG 10 /rVMOVUPS xmm1
VEX.128.0F.WIG 11 /rVMOVUPS xmm2/m128
VEX.128.0F.WIG 12 /rVMOVHLPS xmm1
VEX.128.0F.WIG 12 /rVMOVLPS xmm2
VEX.128.0F.WIG 13/rVMOVLPS m64
VEX.128.0F.WIG 14 /rVUNPCKLPS xmm1
VEX.128.0F.WIG 15 /rVUNPCKHPS xmm1
VEX.128.0F.WIG 16 /rVMOVHPS xmm2
VEX.128.0F.WIG 16 /rVMOVLHPS xmm1
VEX.128.0F.WIG 17 /rVMOVHPS m64
VEX.128.0F.WIG 28 /rVMOVAPS xmm1
VEX.128.0F.WIG 29 /rVMOVAPS xmm2/m128
VEX.128.0F.WIG 2B /rVMOVNTPS m128
VEX.128.0F.WIG 50 /rVMOVMSKPS reg
VEX.128.0F.WIG 51 /rVSQRTPS xmm1
VEX.128.0F.WIG 52 /rVRSQRTPS xmm1
VEX.128.0F.WIG 53 /rVRCPPS xmm1
VEX.128.0F.WIG 57 /rVXORPS xmm1
VEX.128.0F.WIG 58 /rVADDPS xmm1
VEX.128.0F.WIG 59 /rVMULPS xmm1
VEX.128.0F.WIG 5A /rVCVTPS2PD xmm1
VEX.128.0F.WIG 5B /rVCVTDQ2PS xmm1
VEX.128.0F.WIG 5C /rVSUBPS xmm1
VEX.128.0F.WIG 5D /rVMINPS xmm1
VEX.128.0F.WIG 5E /rVDIVPS xmm1
VEX.128.0F.WIG 5F /rVMAXPS xmm1
VEX.128.0F.WIG 77VZEROUPPER
VEX.128.0F.WIG C2 /r ibVCMPPS xmm1
VEX.128.0F.WIG C6 /r ibVSHUFPS xmm1
VEX.128.0F.WIG imm8
VEX.128.0F.WIG m64
VEX.128.0F.WIG xmm1
VEX.128.0F.WIG xmm2
VEX.128.0F.WIG xmm2/m128
VEX.128.0F.WIG xmm2/m64
VEX.128.0F.WIG xmm3
VEX.128.0F.WIG xmm3/m128
VEX.128.66.0F 38.WIG 35 /rVPMOVZXDQ xmm1
VEX.128.66.0F 54 /rVANDPD xmm1
VEX.128.66.0F 55 /rVANDNPD xmm1
VEX.128.66.0F 56 /rVORPD xmm1
VEX.128.66.0F DA /rVPMINUB xmm1
VEX.128.66.0F DE /rVPMAXUB xmm1
VEX.128.66.0F EA /rVPMINSW xmm1
VEX.128.66.0F xmm2
VEX.128.66.0F xmm2/m64
VEX.128.66.0F xmm3/m128
VEX.128.66.0F.W0 6E / VMOVD xmm1
VEX.128.66.0F.W0 7E /rVMOVD r32/m32
VEX.128.66.0F.W0 C4 /r ibVPINSRW xmm1
VEX.128.66.0F.W0 C5 /r ibVPEXTRW reg
VEX.128.66.0F.W0 imm8
VEX.128.66.0F.W0 r32/m16
VEX.128.66.0F.W0 r32/m32
VEX.128.66.0F.W0 xmm1
VEX.128.66.0F.W0 xmm2
VEX.128.66.0F.W1 6E /rVMOVQ xmm1
VEX.128.66.0F.W1 7E /rVMOVQ r64/m64
VEX.128.66.0F.W1 r64/m64
VEX.128.66.0F.W1 xmm1
VEX.128.66.0F.WIG 10 /rVMOVUPD xmm1
VEX.128.66.0F.WIG 11 /rVMOVUPD xmm2/m128
VEX.128.66.0F.WIG 12 /rVMOVLPD xmm2
VEX.128.66.0F.WIG 13/rVMOVLPD m64
VEX.128.66.0F.WIG 14 /rVUNPCKLPD xmm1
VEX.128.66.0F.WIG 15 /rVUNPCKHPD xmm1
VEX.128.66.0F.WIG 16 /rVMOVHPD xmm2
VEX.128.66.0F.WIG 17 /rVMOVHPD m64
VEX.128.66.0F.WIG 28 /rVMOVAPD xmm1
VEX.128.66.0F.WIG 29 /rVMOVAPD xmm2/m128
VEX.128.66.0F.WIG 2B /rVMOVNTPD m128
VEX.128.66.0F.WIG 50 /rVMOVMSKPD reg
VEX.128.66.0F.WIG 51 /rVSQRTPD xmm1
VEX.128.66.0F.WIG 57 /rVXORPD xmm1
VEX.128.66.0F.WIG 58 /rVADDPD xmm1
VEX.128.66.0F.WIG 59 /rVMULPD xmm1
VEX.128.66.0F.WIG 5A /rVCVTPD2PS xmm1
VEX.128.66.0F.WIG 5B /rVCVTPS2DQ xmm1
VEX.128.66.0F.WIG 5C /rVSUBPD xmm1
VEX.128.66.0F.WIG 5D /rVMINPD xmm1
VEX.128.66.0F.WIG 5E /rVDIVPD xmm1
VEX.128.66.0F.WIG 5F /rVMAXPD xmm1
VEX.128.66.0F.WIG 60/rVPUNPCKLBW xmm1
VEX.128.66.0F.WIG 61/rVPUNPCKLWD xmm1
VEX.128.66.0F.WIG 62/rVPUNPCKLDQ xmm1
VEX.128.66.0F.WIG 63 /rVPACKSSWB xmm1
VEX.128.66.0F.WIG 64 /rVPCMPGTB xmm1
VEX.128.66.0F.WIG 65 /rVPCMPGTW xmm1
VEX.128.66.0F.WIG 66 /rVPCMPGTD xmm1
VEX.128.66.0F.WIG 67 /rVPACKUSWB xmm1
VEX.128.66.0F.WIG 68/rVPUNPCKHBW xmm1
VEX.128.66.0F.WIG 69/rVPUNPCKHWD xmm1
VEX.128.66.0F.WIG 6A/rVPUNPCKHDQ xmm1
VEX.128.66.0F.WIG 6B /rVPACKSSDW xmm1
VEX.128.66.0F.WIG 6C/rVPUNPCKLQDQ xmm1
VEX.128.66.0F.WIG 6D/rVPUNPCKHQDQ xmm1
VEX.128.66.0F.WIG 6F /rVMOVDQA xmm1
VEX.128.66.0F.WIG 70 /r ibVPSHUFD xmm1
VEX.128.66.0F.WIG 71 /2 ibVPSRLW xmm1
VEX.128.66.0F.WIG 71 /4 ibVPSRAW xmm1
VEX.128.66.0F.WIG 71 /6 ibVPSLLW xmm1
VEX.128.66.0F.WIG 72 /2 ibVPSRLD xmm1
VEX.128.66.0F.WIG 72 /4 ibVPSRAD xmm1
VEX.128.66.0F.WIG 72 /6 ibVPSLLD xmm1
VEX.128.66.0F.WIG 73 /2 ibVPSRLQ xmm1
VEX.128.66.0F.WIG 73 /3 ibVPSRLDQ xmm1
VEX.128.66.0F.WIG 73 /6 ibVPSLLQ xmm1
VEX.128.66.0F.WIG 73 /7 ibVPSLLDQ xmm1
VEX.128.66.0F.WIG 74 /rVPCMPEQB xmm1
VEX.128.66.0F.WIG 75 /rVPCMPEQW xmm1
VEX.128.66.0F.WIG 76 /rVPCMPEQD xmm1
VEX.128.66.0F.WIG 7C /rVHADDPD xmm1
VEX.128.66.0F.WIG 7D /rVHSUBPD xmm1
VEX.128.66.0F.WIG 7F /rVMOVDQA xmm2/m128
VEX.128.66.0F.WIG C2 /r ibVCMPPD xmm1
VEX.128.66.0F.WIG C6 /r ibVSHUFPD xmm1
VEX.128.66.0F.WIG D0 /rVADDSUBPD xmm1
VEX.128.66.0F.WIG D1 /rVPSRLW xmm1
VEX.128.66.0F.WIG D2 /rVPSRLD xmm1
VEX.128.66.0F.WIG D3 /rVPSRLQ xmm1
VEX.128.66.0F.WIG D4 /rVPADDQ xmm1
VEX.128.66.0F.WIG D5 /rVPMULLW xmm1
VEX.128.66.0F.WIG D6 /rVMOVQ xmm1/m64
VEX.128.66.0F.WIG D7 /rVPMOVMSKB reg
VEX.128.66.0F.WIG D8 /rVPSUBUSB xmm1
VEX.128.66.0F.WIG D9 /rVPSUBUSW xmm1
VEX.128.66.0F.WIG DB /rVPAND xmm1
VEX.128.66.0F.WIG DD /rVPADDUSW xmm1
VEX.128.66.0F.WIG DF /rVPANDN xmm1
VEX.128.66.0F.WIG E0 /rVPAVGB xmm1
VEX.128.66.0F.WIG E1 /rVPSRAW xmm1
VEX.128.66.0F.WIG E2 /rVPSRAD xmm1
VEX.128.66.0F.WIG E3 /rVPAVGW xmm1
VEX.128.66.0F.WIG E4 /rVPMULHUW xmm1
VEX.128.66.0F.WIG E5 /rVPMULHW xmm1
VEX.128.66.0F.WIG E6 /rVCVTTPD2DQ xmm1
VEX.128.66.0F.WIG E7 /rVMOVNTDQ m128
VEX.128.66.0F.WIG E8 /rVPSUBSB xmm1
VEX.128.66.0F.WIG E9 /rVPSUBSW xmm1
VEX.128.66.0F.WIG EB /rVPOR xmm1
VEX.128.66.0F.WIG EC /rVPADDSB xmm1
VEX.128.66.0F.WIG ED /rVPADDSW xmm1
VEX.128.66.0F.WIG EE /rVPMAXSW xmm1
VEX.128.66.0F.WIG EF /rVPXOR xmm1
VEX.128.66.0F.WIG F1 /rVPSLLW xmm1
VEX.128.66.0F.WIG F2 /rVPSLLD xmm1
VEX.128.66.0F.WIG F3 /rVPSLLQ xmm1
VEX.128.66.0F.WIG F4 /rVPMULUDQ xmm1
VEX.128.66.0F.WIG F5 /rVPMADDWD xmm1
VEX.128.66.0F.WIG F6 /rVPSADBW xmm1
VEX.128.66.0F.WIG F7 /rVMASKMOVDQU xmm1
VEX.128.66.0F.WIG F8 /rVPSUBB xmm1
VEX.128.66.0F.WIG F9 /rVPSUBW xmm1
VEX.128.66.0F.WIG FA /rVPSUBD xmm1
VEX.128.66.0F.WIG FB/rVPSUBQ xmm1
VEX.128.66.0F.WIG FC /rVPADDB xmm1
VEX.128.66.0F.WIG FD /rVPADDW xmm1
VEX.128.66.0F.WIG FE /rVPADDD xmm1
VEX.128.66.0F.WIG imm8
VEX.128.66.0F.WIG m64
VEX.128.66.0F.WIG xmm1
VEX.128.66.0F.WIG xmm2
VEX.128.66.0F.WIG xmm2/m128
VEX.128.66.0F.WIG xmm3/m128
VEX.128.66.0F38 2B /rVPACKUSDW xmm1
VEX.128.66.0F38 38 /rVPMINSB xmm1
VEX.128.66.0F38 3A/rVPMINUW xmm1
VEX.128.66.0F38 3E/rVPMAXUW xmm1
VEX.128.66.0F38 xmm2
VEX.128.66.0F38 xmm3/m128
VEX.128.66.0F38.W0 0C /rVPERMILPS xmm1
VEX.128.66.0F38.W0 0D /rVPERMILPD xmm1
VEX.128.66.0F38.W0 0E /rVTESTPS xmm1
VEX.128.66.0F38.W0 0F /rVTESTPD xmm1
VEX.128.66.0F38.W0 13 /rVCVTPH2PS xmm1
VEX.128.66.0F38.W0 18 /rVBROADCASTSS xmm1
VEX.128.66.0F38.W0 18/rVBROADCASTSS xmm1
VEX.128.66.0F38.W0 2C /rVMASKMOVPS xmm1
VEX.128.66.0F38.W0 2D /rVMASKMOVPD xmm1
VEX.128.66.0F38.W0 2E /rVMASKMOVPS m128
VEX.128.66.0F38.W0 2F /rVMASKMOVPD m128
VEX.128.66.0F38.W0 45 /rVPSRLVD xmm1
VEX.128.66.0F38.W0 46 /rVPSRAVD xmm1
VEX.128.66.0F38.W0 47 /rVPSLLVD xmm1
VEX.128.66.0F38.W0 49 !(11):000:bbbSTTILECFG m512
VEX.128.66.0F38.W0 4B !(11):rrr:100TILELOADDT1 tmm1
VEX.128.66.0F38.W0 50 /rVPDPBUSD xmm1
VEX.128.66.0F38.W0 51 /rVPDPBUSDS xmm1
VEX.128.66.0F38.W0 52 /rVPDPWSSD xmm1
VEX.128.66.0F38.W0 53 /rVPDPWSSDS xmm1
VEX.128.66.0F38.W0 58 /rVPBROADCASTD xmm1
VEX.128.66.0F38.W0 59 /rVPBROADCASTQ xmm1
VEX.128.66.0F38.W0 5E 11:rrr:bbbTDPBUSD tmm1
VEX.128.66.0F38.W0 78 /rVPBROADCASTB xmm1
VEX.128.66.0F38.W0 79 /rVPBROADCASTW xmm1
VEX.128.66.0F38.W0 8C /rVPMASKMOVD xmm1
VEX.128.66.0F38.W0 8E /rVPMASKMOVD m128
VEX.128.66.0F38.W0 90 /rVPGATHERDD xmm1
VEX.128.66.0F38.W0 91 /rVPGATHERQD xmm1
VEX.128.66.0F38.W0 92 /rVGATHERDPS xmm1
VEX.128.66.0F38.W0 93 /rVGATHERQPS xmm1
VEX.128.66.0F38.W0 96 /rVFMADDSUB132PS xmm1
VEX.128.66.0F38.W0 97 /rVFMSUBADD132PS xmm1
VEX.128.66.0F38.W0 98 /rVFMADD132PS xmm1
VEX.128.66.0F38.W0 9A /rVFMSUB132PS xmm1
VEX.128.66.0F38.W0 9C /rVFNMADD132PS xmm1
VEX.128.66.0F38.W0 9E /rVFNMSUB132PS xmm1
VEX.128.66.0F38.W0 A6 /rVFMADDSUB213PS xmm1
VEX.128.66.0F38.W0 A7 /rVFMSUBADD213PS xmm1
VEX.128.66.0F38.W0 A8 /rVFMADD213PS xmm1
VEX.128.66.0F38.W0 AA /rVFMSUB213PS xmm1
VEX.128.66.0F38.W0 AC /rVFNMADD213PS xmm1
VEX.128.66.0F38.W0 AE /rVFNMSUB213PS xmm1
VEX.128.66.0F38.W0 B0 !(11):rrr:bbbVCVTNEEPH2PS xmm1
VEX.128.66.0F38.W0 B1 !(11):rrr:bbbVBCSTNESH2PS xmm1
VEX.128.66.0F38.W0 B6 /rVFMADDSUB231PS xmm1
VEX.128.66.0F38.W0 B7 /rVFMSUBADD231PS xmm1
VEX.128.66.0F38.W0 B8 /rVFMADD231PS xmm1
VEX.128.66.0F38.W0 BA /rVFMSUB231PS xmm1
VEX.128.66.0F38.W0 BC /rVFNMADD231PS xmm1
VEX.128.66.0F38.W0 BE /rVFNMSUB231PS xmm1
VEX.128.66.0F38.W0 CF /rVGF2P8MULB xmm1
VEX.128.66.0F38.W0 D2 /rVPDPWUSD xmm1
VEX.128.66.0F38.W0 D3 /rVPDPWUSDS xmm1
VEX.128.66.0F38.W0 DA /rVSM3MSG2 xmm1
VEX.128.66.0F38.W0 E0 !(11):rrr:bbbCMPOXADD m32
VEX.128.66.0F38.W0 E1 !(11):rrr:bbbCMPNOXADD m32
VEX.128.66.0F38.W0 E2 !(11):rrr:bbbCMPBXADD m32
VEX.128.66.0F38.W0 E3 !(11):rrr:bbbCMPNBXADD m32
VEX.128.66.0F38.W0 E4 !(11):rrr:bbbCMPZXADD m32
VEX.128.66.0F38.W0 E5 !(11):rrr:bbbCMPNZXADD m32
VEX.128.66.0F38.W0 E6 !(11):rrr:bbbCMPBEXADD m32
VEX.128.66.0F38.W0 E7 !(11):rrr:bbbCMPNBEXADD m32
VEX.128.66.0F38.W0 E8 !(11):rrr:bbbCMPSXADD m32
VEX.128.66.0F38.W0 E9 !(11):rrr:bbbCMPNSXADD m32
VEX.128.66.0F38.W0 EA !(11):rrr:bbbCMPPXADD m32
VEX.128.66.0F38.W0 EB !(11):rrr:bbbCMPNPXADD m32
VEX.128.66.0F38.W0 EC !(11):rrr:bbbCMPLXADD m32
VEX.128.66.0F38.W0 ED !(11):rrr:bbbCMPNLXADD m32
VEX.128.66.0F38.W0 EE !(11):rrr:bbbCMPLEXADD m32
VEX.128.66.0F38.W0 EF !(11):rrr:bbbCMPNLEXADD m32
VEX.128.66.0F38.W0 m128
VEX.128.66.0F38.W0 m16
VEX.128.66.0F38.W0 m32
VEX.128.66.0F38.W0 r32
VEX.128.66.0F38.W0 sibmem
VEX.128.66.0F38.W0 tmm2
VEX.128.66.0F38.W0 tmm3
VEX.128.66.0F38.W0 vm32x
VEX.128.66.0F38.W0 vm64x
VEX.128.66.0F38.W0 xmm1
VEX.128.66.0F38.W0 xmm2
VEX.128.66.0F38.W0 xmm2/m128
VEX.128.66.0F38.W0 xmm2/m16
VEX.128.66.0F38.W0 xmm2/m32
VEX.128.66.0F38.W0 xmm2/m64
VEX.128.66.0F38.W0 xmm2/m8
VEX.128.66.0F38.W0 xmm3/m128
VEX.128.66.0F38.W1 45 /rVPSRLVQ xmm1
VEX.128.66.0F38.W1 47 /rVPSLLVQ xmm1
VEX.128.66.0F38.W1 8C /rVPMASKMOVQ xmm1
VEX.128.66.0F38.W1 8E /rVPMASKMOVQ m128
VEX.128.66.0F38.W1 90 /rVPGATHERDQ xmm1
VEX.128.66.0F38.W1 91 /rVPGATHERQQ xmm1
VEX.128.66.0F38.W1 92 /rVGATHERDPD xmm1
VEX.128.66.0F38.W1 93 /rVGATHERQPD xmm1
VEX.128.66.0F38.W1 96 /rVFMADDSUB132PD xmm1
VEX.128.66.0F38.W1 97 /rVFMSUBADD132PD xmm1
VEX.128.66.0F38.W1 98 /rVFMADD132PD xmm1
VEX.128.66.0F38.W1 9A /rVFMSUB132PD xmm1
VEX.128.66.0F38.W1 9C /rVFNMADD132PD xmm1
VEX.128.66.0F38.W1 9E /rVFNMSUB132PD xmm1
VEX.128.66.0F38.W1 A6 /rVFMADDSUB213PD xmm1
VEX.128.66.0F38.W1 A7 /rVFMSUBADD213PD xmm1
VEX.128.66.0F38.W1 A8 /rVFMADD213PD xmm1
VEX.128.66.0F38.W1 AA /rVFMSUB213PD xmm1
VEX.128.66.0F38.W1 AC /rVFNMADD213PD xmm1
VEX.128.66.0F38.W1 AE /rVFNMSUB213PD xmm1
VEX.128.66.0F38.W1 B4 /rVPMADD52LUQ xmm1
VEX.128.66.0F38.W1 B5 /rVPMADD52HUQ xmm1
