Instruction Syntax
EVEX.512.66.0F.W1 5A /rVCVTPD2PS ymm1 {k1}{z}
EVEX.512.66.0F.W1 5C /rVSUBPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 5D /rVMINPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 5E /rVDIVPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 5F /rVMAXPD zmm1 {k1}{z}
EVEX.512.66.0F.W1 6C /rVPUNPCKLQDQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 6D /rVPUNPCKHQDQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 6F /rVMOVDQA64 zmm1 {k1}{z}
EVEX.512.66.0F.W1 72 /0 ibVPRORQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 72 /1 ibVPROLQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 72 /4 ibVPSRAQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 73 /2 ibVPSRLQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 73 /6 ibVPSLLQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 78 /rVCVTTPD2UQQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 79 /rVCVTPD2UQQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 7A /rVCVTTPD2QQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 7B /rVCVTPD2QQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 7F /rVMOVDQA64 zmm2/m512 {k1}{z}
EVEX.512.66.0F.W1 C2 /r ibVCMPPD k1 {k2}
EVEX.512.66.0F.W1 C6 /r ibVSHUFPD zmm1{k1}{z}
EVEX.512.66.0F.W1 D3 /rVPSRLQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 D4 /rVPADDQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 DB /rVPANDQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 DF /rVPANDNQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 E2 /rVPSRAQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 E6 /rVCVTTPD2DQ ymm1 {k1}{z}
EVEX.512.66.0F.W1 EB /rVPORQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 EF /rVPXORQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 F3 /rVPSLLQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 F4 /rVPMULUDQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 FB/rVPSUBQ zmm1 {k1}{z}
EVEX.512.66.0F.W1 imm8
EVEX.512.66.0F.W1 xmm3/m128
EVEX.512.66.0F.W1 zmm1
EVEX.512.66.0F.W1 zmm2
EVEX.512.66.0F.W1 zmm2/m512
EVEX.512.66.0F.W1 zmm2/m512/m64bcst
EVEX.512.66.0F.W1 zmm2/m512/m64bcst {er}
EVEX.512.66.0F.W1 zmm2/m512/m64bcst {sae}
EVEX.512.66.0F.W1 zmm2/m512/m64bcst{er}
EVEX.512.66.0F.W1 zmm3/m512/m64bcst
EVEX.512.66.0F.W1 zmm3/m512/m64bcst {er}
EVEX.512.66.0F.W1 zmm3/m512/m64bcst {sae}
EVEX.512.66.0F.W1 zmm3/m512/m64bcst{er}
EVEX.512.66.0F.W1 zmm3/m512/m64bcst{sae}
EVEX.512.66.0F.WIG 60/rVPUNPCKLBW zmm1 {k1}{z}
EVEX.512.66.0F.WIG 61/rVPUNPCKLWD zmm1 {k1}{z}
EVEX.512.66.0F.WIG 63 /rVPACKSSWB zmm1 {k1}{z}
EVEX.512.66.0F.WIG 64 /rVPCMPGTB k1 {k2}
EVEX.512.66.0F.WIG 65 /rVPCMPGTW k1 {k2}
EVEX.512.66.0F.WIG 67 /rVPACKUSWB zmm1{k1}{z}
EVEX.512.66.0F.WIG 68/rVPUNPCKHBW zmm1 {k1}{z}
EVEX.512.66.0F.WIG 69/rVPUNPCKHWD zmm1 {k1}{z}
EVEX.512.66.0F.WIG 71 /2 ibVPSRLW zmm1 {k1}{z}
EVEX.512.66.0F.WIG 71 /4 ibVPSRAW zmm1 {k1}{z}
EVEX.512.66.0F.WIG 71 /6 ibVPSLLW zmm1 {k1}{z}
EVEX.512.66.0F.WIG 73 /3 ibVPSRLDQ zmm1
EVEX.512.66.0F.WIG 73 /7 ibVPSLLDQ zmm1
EVEX.512.66.0F.WIG 74 /rVPCMPEQB k1 {k2}
EVEX.512.66.0F.WIG 75 /rVPCMPEQW k1 {k2}
EVEX.512.66.0F.WIG D1 /rVPSRLW zmm1 {k1}{z}
EVEX.512.66.0F.WIG D5 /rVPMULLW zmm1 {k1}{z}
EVEX.512.66.0F.WIG D8 /rVPSUBUSB zmm1 {k1}{z}
EVEX.512.66.0F.WIG D9 /rVPSUBUSW zmm1 {k1}{z}
EVEX.512.66.0F.WIG DC /rVPADDUSB zmm1 {k1}{z}
EVEX.512.66.0F.WIG DD /rVPADDUSW zmm1 {k1}{z}
EVEX.512.66.0F.WIG DE /rVPMAXUB zmm1{k1}{z}
EVEX.512.66.0F.WIG E0 /rVPAVGB zmm1 {k1}{z}
EVEX.512.66.0F.WIG E1 /rVPSRAW zmm1 {k1}{z}
EVEX.512.66.0F.WIG E3 /rVPAVGW zmm1 {k1}{z}
EVEX.512.66.0F.WIG E4 /rVPMULHUW zmm1 {k1}{z}
EVEX.512.66.0F.WIG E5 /rVPMULHW zmm1 {k1}{z}
EVEX.512.66.0F.WIG E8 /rVPSUBSB zmm1 {k1}{z}
EVEX.512.66.0F.WIG E9 /rVPSUBSW zmm1 {k1}{z}
EVEX.512.66.0F.WIG EA /rVPMINSW zmm1{k1}{z}
EVEX.512.66.0F.WIG EC /rVPADDSB zmm1 {k1}{z}
EVEX.512.66.0F.WIG ED /rVPADDSW zmm1 {k1}{z}
EVEX.512.66.0F.WIG EE /rVPMAXSW zmm1{k1}{z}
EVEX.512.66.0F.WIG F1 /rVPSLLW zmm1 {k1}{z}
EVEX.512.66.0F.WIG F5 /rVPMADDWD zmm1 {k1}{z}
EVEX.512.66.0F.WIG F6 /rVPSADBW zmm1
EVEX.512.66.0F.WIG F8 /rVPSUBB zmm1 {k1}{z}
EVEX.512.66.0F.WIG F9 /rVPSUBW zmm1 {k1}{z}
EVEX.512.66.0F.WIG FC /rVPADDB zmm1 {k1}{z}
EVEX.512.66.0F.WIG FD /rVPADDW zmm1 {k1}{z}
EVEX.512.66.0F.WIG imm8
EVEX.512.66.0F.WIG xmm3/m128
EVEX.512.66.0F.WIG zmm2
EVEX.512.66.0F.WIG zmm2/m512
EVEX.512.66.0F.WIG zmm3 /m512
EVEX.512.66.0F.WIG zmm3/m512
EVEX.512.66.0F38 3A/rVPMINUW zmm1{k1}{z}
EVEX.512.66.0F38 zmm2
EVEX.512.66.0F38 zmm3/m512
EVEX.512.66.0F38.W0 0C /rVPERMILPS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 13 /rVCVTPH2PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 14 /rVPRORVD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 15 /rVPROLVD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 16 /rVPERMPS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 18 /rVBROADCASTSS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 19 /rVBROADCASTF32X2 zmm1 {k1}{z}
EVEX.512.66.0F38.W0 1A /rVBROADCASTF32X4 zmm1 {k1}{z}
EVEX.512.66.0F38.W0 1B /rVBROADCASTF32X8 zmm1 {k1}{z}
EVEX.512.66.0F38.W0 1E /rVPABSD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 25 /rVPMOVSXDQ zmm1 {k1}{z}
EVEX.512.66.0F38.W0 26 /rVPTESTMB k2 {k1}
EVEX.512.66.0F38.W0 27 /rVPTESTMD k2 {k1}
EVEX.512.66.0F38.W0 2A /rVMOVNTDQA zmm1
EVEX.512.66.0F38.W0 2B /rVPACKUSDW zmm1{k1}{z}
EVEX.512.66.0F38.W0 2C /rVSCALEFPS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 35 /rVPMOVZXDQ zmm1 {k1}{z}
EVEX.512.66.0F38.W0 36 /rVPERMD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 39 /rVPMINSD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 3B /rVPMINUD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 3D /rVPMAXSD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 3F /rVPMAXUD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 40 /rVPMULLD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 42 /rVGETEXPPS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 44 /rVPLZCNTD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 45 /rVPSRLVD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 46 /rVPSRAVD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 47 /rVPSLLVD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 4C /rVRCP14PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 4E /rVRSQRT14PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 50 /rVPDPBUSD zmm1{k1}{z}
EVEX.512.66.0F38.W0 51 /rVPDPBUSDS zmm1{k1}{z}
EVEX.512.66.0F38.W0 52 /rVPDPWSSD zmm1{k1}{z}
EVEX.512.66.0F38.W0 53 /rVPDPWSSDS zmm1{k1}{z}
EVEX.512.66.0F38.W0 54 /rVPOPCNTB zmm1{k1}{z}
EVEX.512.66.0F38.W0 55 /rVPOPCNTD zmm1{k1}{z}
EVEX.512.66.0F38.W0 58 /rVPBROADCASTD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 59 /rVBROADCASTI32x2 zmm1 {k1}{z}
EVEX.512.66.0F38.W0 5A /rVBROADCASTI32X4 zmm1 {k1}{z}
EVEX.512.66.0F38.W0 5B /rVBROADCASTI32X8 zmm1 {k1}{z}
EVEX.512.66.0F38.W0 62 /rVPEXPANDB zmm1{k1}{z}
EVEX.512.66.0F38.W0 63 /rVPCOMPRESSB m512{k1}
EVEX.512.66.0F38.W0 63 /rVPCOMPRESSB zmm1{k1}{z}
EVEX.512.66.0F38.W0 64 /rVPBLENDMD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 65 /rVBLENDMPS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 66 /rVPBLENDMB zmm1 {k1}{z}
EVEX.512.66.0F38.W0 71 /rVPSHLDVD zmm1{k1}{z}
EVEX.512.66.0F38.W0 73 /rVPSHRDVD zmm1{k1}{z}
EVEX.512.66.0F38.W0 75 /rVPERMI2B zmm1 {k1}{z}
EVEX.512.66.0F38.W0 76 /rVPERMI2D zmm1 {k1}{z}
EVEX.512.66.0F38.W0 77 /rVPERMI2PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 78 /rVPBROADCASTB zmm1{k1}{z}
EVEX.512.66.0F38.W0 79 /rVPBROADCASTW zmm1{k1}{z}
EVEX.512.66.0F38.W0 7A /rVPBROADCASTB zmm1 {k1}{z}
EVEX.512.66.0F38.W0 7B /rVPBROADCASTW zmm1 {k1}{z}
EVEX.512.66.0F38.W0 7C /rVPBROADCASTD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 7D /rVPERMT2B zmm1 {k1}{z}
EVEX.512.66.0F38.W0 7E /rVPERMT2D zmm1 {k1}{z}
EVEX.512.66.0F38.W0 7F /rVPERMT2PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 88 /rVEXPANDPS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 89 /rVPEXPANDD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 8A /rVCOMPRESSPS zmm1/m512 {k1}{z}
EVEX.512.66.0F38.W0 8B /rVPCOMPRESSD zmm1/m512 {k1}{z}
EVEX.512.66.0F38.W0 8D /rVPERMB zmm1 {k1}{z}
EVEX.512.66.0F38.W0 8F /rVPSHUFBITQMB k1{k2}
EVEX.512.66.0F38.W0 90 /vsibVPGATHERDD zmm1 {k1}
EVEX.512.66.0F38.W0 91 /vsibVPGATHERQD ymm1 {k1}
EVEX.512.66.0F38.W0 92 /vsibVGATHERDPS zmm1 {k1}
EVEX.512.66.0F38.W0 93 /vsibVGATHERQPS ymm1 {k1}
EVEX.512.66.0F38.W0 96 /rVFMADDSUB132PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 97 /rVFMSUBADD132PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 98 /rVFMADD132PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 9A /rVFMSUB132PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 9C /rVFNMADD132PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 9E /rVFNMSUB132PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 A0 /vsibVPSCATTERDD vm32z {k1}
EVEX.512.66.0F38.W0 A1 /vsibVPSCATTERQD vm64z {k1}
EVEX.512.66.0F38.W0 A2 /vsibVSCATTERDPS vm32z {k1}
EVEX.512.66.0F38.W0 A3 /vsibVSCATTERQPS vm64z {k1}
EVEX.512.66.0F38.W0 A6 /rVFMADDSUB213PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 A7 /rVFMSUBADD213PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 A8 /rVFMADD213PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 AA /rVFMSUB213PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 AC /rVFNMADD213PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 AE /rVFNMSUB213PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 B6 /rVFMADDSUB231PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 B7 /rVFMSUBADD231PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 B8 /rVFMADD231PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 BA /rVFMSUB231PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 BC /rVFNMADD231PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 BE /rVFNMSUB231PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 C4 /rVPCONFLICTD zmm1 {k1}{z}
EVEX.512.66.0F38.W0 C6 /1 /vsibVGATHERPF0DPS vm32z {k1}
EVEX.512.66.0F38.W0 C6 /2 /vsibVGATHERPF1DPS vm32z {k1}
EVEX.512.66.0F38.W0 C6 /5 /vsibVSCATTERPF0DPS vm32z {k1}
EVEX.512.66.0F38.W0 C6 /6 /vsibVSCATTERPF1DPS vm32z {k1}
EVEX.512.66.0F38.W0 C7 /1 /vsibVGATHERPF0QPS vm64z {k1}
EVEX.512.66.0F38.W0 C7 /2 /vsibVGATHERPF1QPS vm64z {k1}
EVEX.512.66.0F38.W0 C7 /5 /vsibVSCATTERPF0QPS vm64z {k1}
EVEX.512.66.0F38.W0 C7 /6 /vsibVSCATTERPF1QPS vm64z {k1}
EVEX.512.66.0F38.W0 C8 /rVEXP2PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 CA /rVRCP28PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 CC /rVRSQRT28PS zmm1 {k1}{z}
EVEX.512.66.0F38.W0 CF /rVGF2P8MULB zmm1{k1}{z}
EVEX.512.66.0F38.W0 m128
EVEX.512.66.0F38.W0 m256
EVEX.512.66.0F38.W0 m512
EVEX.512.66.0F38.W0 r32
EVEX.512.66.0F38.W0 reg
EVEX.512.66.0F38.W0 vm32z
EVEX.512.66.0F38.W0 vm64z
EVEX.512.66.0F38.W0 xmm2/m16
EVEX.512.66.0F38.W0 xmm2/m32
EVEX.512.66.0F38.W0 xmm2/m64
EVEX.512.66.0F38.W0 xmm2/m8
EVEX.512.66.0F38.W0 ymm1
EVEX.512.66.0F38.W0 ymm2/m256
EVEX.512.66.0F38.W0 ymm2/m256 {sae}
EVEX.512.66.0F38.W0 zmm1
EVEX.512.66.0F38.W0 zmm2
EVEX.512.66.0F38.W0 zmm2/m512
EVEX.512.66.0F38.W0 zmm2/m512/m32bcst
EVEX.512.66.0F38.W0 zmm2/m512/m32bcst {sae}
EVEX.512.66.0F38.W0 zmm2/m512/m32bcst{sae}
EVEX.512.66.0F38.W0 zmm3/m512
EVEX.512.66.0F38.W0 zmm3/m512/m32bcst
EVEX.512.66.0F38.W0 zmm3/m512/m32bcst{er}
EVEX.512.66.0F38.W1 0D /rVPERMILPD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 10 /rVPSRLVW zmm1 {k1}{z}
EVEX.512.66.0F38.W1 11 /rVPSRAVW zmm1 {k1}{z}
EVEX.512.66.0F38.W1 12 /rVPSLLVW zmm1 {k1}{z}
EVEX.512.66.0F38.W1 14 /rVPRORVQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 15 /rVPROLVQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 16 /rVPERMPD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 19 /rVBROADCASTSD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 1A /rVBROADCASTF64X2 zmm1 {k1}{z}
EVEX.512.66.0F38.W1 1B /rVBROADCASTF64X4 zmm1 {k1}{z}
EVEX.512.66.0F38.W1 1F /rVPABSQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 26 /rVPTESTMW k2 {k1}
EVEX.512.66.0F38.W1 27 /rVPTESTMQ k2 {k1}
EVEX.512.66.0F38.W1 28 /rVPMULDQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 29 /rVPCMPEQQ k1 {k2}
EVEX.512.66.0F38.W1 2C /rVSCALEFPD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 36 /rVPERMQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 37 /rVPCMPGTQ k1 {k2}
EVEX.512.66.0F38.W1 39 /rVPMINSQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 3B /rVPMINUQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 3D /rVPMAXSQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 3F /rVPMAXUQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 40 /rVPMULLQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 42 /rVGETEXPPD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 44 /rVPLZCNTQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 45 /rVPSRLVQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 46 /rVPSRAVQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 47 /rVPSLLVQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 4C /rVRCP14PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 4E /rVRSQRT14PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 54 /rVPOPCNTW zmm1{k1}{z}
EVEX.512.66.0F38.W1 55 /rVPOPCNTQ zmm1{k1}{z}
EVEX.512.66.0F38.W1 59 /rVPBROADCASTQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 5A /rVBROADCASTI64X2 zmm1 {k1}{z}
EVEX.512.66.0F38.W1 5B /rVBROADCASTI64X4 zmm1 {k1}{z}
EVEX.512.66.0F38.W1 62 /rVPEXPANDW zmm1{k1}{z}
EVEX.512.66.0F38.W1 63 /rVPCOMPRESSW m512{k1}
EVEX.512.66.0F38.W1 63 /rVPCOMPRESSW zmm1{k1}{z}
EVEX.512.66.0F38.W1 64 /rVPBLENDMQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 65 /rVBLENDMPD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 66 /rVPBLENDMW zmm1 {k1}{z}
EVEX.512.66.0F38.W1 70 /rVPSHLDVW zmm1{k1}{z}
EVEX.512.66.0F38.W1 71 /rVPSHLDVQ zmm1{k1}{z}
EVEX.512.66.0F38.W1 72 /rVPSHRDVW zmm1{k1}{z}
EVEX.512.66.0F38.W1 73 /rVPSHRDVQ zmm1{k1}{z}
EVEX.512.66.0F38.W1 75 /rVPERMI2W zmm1 {k1}{z}
EVEX.512.66.0F38.W1 76 /rVPERMI2Q zmm1 {k1}{z}
EVEX.512.66.0F38.W1 77 /rVPERMI2PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 7C /rVPBROADCASTQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 7D /rVPERMT2W zmm1 {k1}{z}
EVEX.512.66.0F38.W1 7E /rVPERMT2Q zmm1 {k1}{z}
EVEX.512.66.0F38.W1 7F /rVPERMT2PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 83 /rVPMULTISHIFTQB zmm1 {k1}{z}
EVEX.512.66.0F38.W1 88 /rVEXPANDPD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 89 /rVPEXPANDQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 8A /rVCOMPRESSPD zmm1/m512 {k1}{z}
EVEX.512.66.0F38.W1 8B /rVPCOMPRESSQ zmm1/m512 {k1}{z}
EVEX.512.66.0F38.W1 8D /rVPERMW zmm1 {k1}{z}
EVEX.512.66.0F38.W1 90 /vsibVPGATHERDQ zmm1 {k1}
EVEX.512.66.0F38.W1 91 /vsibVPGATHERQQ zmm1 {k1}
EVEX.512.66.0F38.W1 92 /vsibVGATHERDPD zmm1 {k1}
EVEX.512.66.0F38.W1 93 /vsibVGATHERQPD zmm1 {k1}
EVEX.512.66.0F38.W1 96 /rVFMADDSUB132PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 97 /rVFMSUBADD132PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 98 /rVFMADD132PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 9A /rVFMSUB132PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 9C /rVFNMADD132PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 9E /rVFNMSUB132PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 A0 /vsibVPSCATTERDQ vm32y {k1}
EVEX.512.66.0F38.W1 A1 /vsibVPSCATTERQQ vm64z {k1}
EVEX.512.66.0F38.W1 A2 /vsibVSCATTERDPD vm32z {k1}
EVEX.512.66.0F38.W1 A3 /vsibVSCATTERQPD vm64z {k1}
EVEX.512.66.0F38.W1 A6 /rVFMADDSUB213PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 A7 /rVFMSUBADD213PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 A8 /rVFMADD213PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 AA /rVFMSUB213PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 AC /rVFNMADD213PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 AE /rVFNMSUB213PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 B4 /rVPMADD52LUQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 B5 /rVPMADD52HUQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 B6 /rVFMADDSUB231PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 B7 /rVFMSUBADD231PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 B8 /rVFMADD231PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 BA /rVFMSUB231PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 BC /rVFNMADD231PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 BE /rVFNMSUB231PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 C4 /rVPCONFLICTQ zmm1 {k1}{z}
EVEX.512.66.0F38.W1 C6 /1 /vsibVGATHERPF0DPD vm32y {k1}
EVEX.512.66.0F38.W1 C6 /2 /vsibVGATHERPF1DPD vm32y {k1}
EVEX.512.66.0F38.W1 C6 /5 /vsibVSCATTERPF0DPD vm32y {k1}
EVEX.512.66.0F38.W1 C6 /6 /vsibVSCATTERPF1DPD vm32y {k1}
EVEX.512.66.0F38.W1 C7 /1 /vsibVGATHERPF0QPD vm64z {k1}
EVEX.512.66.0F38.W1 C7 /2 /vsibVGATHERPF1QPD vm64z {k1}
EVEX.512.66.0F38.W1 C7 /5 /vsibVSCATTERPF0QPD vm64z {k1}
EVEX.512.66.0F38.W1 C7 /6 /vsibVSCATTERPF1QPD vm64z {k1}
EVEX.512.66.0F38.W1 C8 /rVEXP2PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 CA /rVRCP28PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 CC /rVRSQRT28PD zmm1 {k1}{z}
EVEX.512.66.0F38.W1 m128
EVEX.512.66.0F38.W1 m256
EVEX.512.66.0F38.W1 m512
EVEX.512.66.0F38.W1 r64
EVEX.512.66.0F38.W1 vm32y
EVEX.512.66.0F38.W1 vm64z
EVEX.512.66.0F38.W1 xmm2/m64
EVEX.512.66.0F38.W1 zmm1
EVEX.512.66.0F38.W1 zmm2
EVEX.512.66.0F38.W1 zmm2/m512
EVEX.512.66.0F38.W1 zmm2/m512/m64bcst
EVEX.512.66.0F38.W1 zmm2/m512/m64bcst {sae}
EVEX.512.66.0F38.W1 zmm2/m512/m64bcst{sae}
EVEX.512.66.0F38.W1 zmm3/m512
EVEX.512.66.0F38.W1 zmm3/m512/m64bcst
EVEX.512.66.0F38.W1 zmm3/m512/m64bcst{er}
EVEX.512.66.0F38.WIG 00 /rVPSHUFB zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 04 /rVPMADDUBSW zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 0B /rVPMULHRSW zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 1C /rVPABSB zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 1D /rVPABSW zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 20 /rVPMOVSXBW zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 21 /rVPMOVSXBD zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 22 /rVPMOVSXBQ zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 23 /rVPMOVSXWD zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 24 /rVPMOVSXWQ zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 30 /rVPMOVZXBW zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 31 /rVPMOVZXBD zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 32 /rVPMOVZXBQ zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 33 /rVPMOVZXWD zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 34 /rVPMOVZXWQ zmm1 {k1}{z}
EVEX.512.66.0F38.WIG 38 /rVPMINSB zmm1{k1}{z}
EVEX.512.66.0F38.WIG 3C /rVPMAXSB zmm1{k1}{z}
EVEX.512.66.0F38.WIG 3E /rVPMAXUW zmm1{k1}{z}
EVEX.512.66.0F38.WIG DC /rVAESENC zmm1
EVEX.512.66.0F38.WIG DD /rVAESENCLAST zmm1
EVEX.512.66.0F38.WIG DE /rVAESDEC zmm1
EVEX.512.66.0F38.WIG DF /rVAESDECLAST zmm1
EVEX.512.66.0F38.WIG xmm2/m128
EVEX.512.66.0F38.WIG xmm2/m64
EVEX.512.66.0F38.WIG ymm2/m256
EVEX.512.66.0F38.WIG zmm2
EVEX.512.66.0F38.WIG zmm2/m512
EVEX.512.66.0F38.WIG zmm3/m512
EVEX.512.66.0F3A.W0 03 /r ibVALIGND zmm1 {k1}{z}
EVEX.512.66.0F3A.W0 04 /ribVPERMILPS zmm1 {k1}{z}
EVEX.512.66.0F3A.W0 08 /r ibVRNDSCALEPS zmm1 {k1}{z}
EVEX.512.66.0F3A.W0 18 /r ibVINSERTF32X4 zmm1 {k1}{z}
