Original,Opcode,Instruction
VEX.256.0F.WIG 59 /rVMULPS ymm1,VEX.256.0F.WIG 59 /r,VMULPS ymm1
VEX.256.0F.WIG 5A /rVCVTPS2PD ymm1,VEX.256.0F.WIG 5A /r,VCVTPS2PD ymm1
VEX.256.0F.WIG 5B /rVCVTDQ2PS ymm1,VEX.256.0F.WIG 5B /r,VCVTDQ2PS ymm1
VEX.256.0F.WIG 5C /rVSUBPS ymm1,VEX.256.0F.WIG 5C /r,VSUBPS ymm1
VEX.256.0F.WIG 5D /rVMINPS ymm1,VEX.256.0F.WIG 5D /r,VMINPS ymm1
VEX.256.0F.WIG 5E /rVDIVPS ymm1,VEX.256.0F.WIG 5E /r,VDIVPS ymm1
VEX.256.0F.WIG 5F /rVMAXPS ymm1,VEX.256.0F.WIG 5F /r,VMAXPS ymm1
VEX.256.0F.WIG 77VZEROALL,,VEX.256.0F.WIG 77VZEROALL
VEX.256.0F.WIG C2 /r ibVCMPPS ymm1,,VEX.256.0F.WIG C2 /r ibVCMPPS ymm1
VEX.256.0F.WIG C6 /r ibVSHUFPS ymm1,,VEX.256.0F.WIG C6 /r ibVSHUFPS ymm1
VEX.256.0F.WIG imm8,,VEX.256.0F.WIG imm8
VEX.256.0F.WIG xmm2/m128,,VEX.256.0F.WIG xmm2
VEX.256.0F.WIG xmm2/m128,,VEX.256.0F.WIG m128
VEX.256.0F.WIG ymm1,,VEX.256.0F.WIG ymm1
VEX.256.0F.WIG ymm2,,VEX.256.0F.WIG ymm2
VEX.256.0F.WIG ymm2/m256,,VEX.256.0F.WIG ymm2
VEX.256.0F.WIG ymm2/m256,,VEX.256.0F.WIG m256
VEX.256.0F.WIG ymm3/m256,,VEX.256.0F.WIG ymm3
VEX.256.0F.WIG ymm3/m256,,VEX.256.0F.WIG m256
VEX.256.66.0F 54 /rVANDPD ymm1,VEX.256.66.0F 54 /r,VANDPD ymm1
VEX.256.66.0F 55/rVANDNPD ymm1,VEX.256.66.0F 55/r,VANDNPD ymm1
VEX.256.66.0F 56 /rVORPD ymm1,VEX.256.66.0F 56 /r,VORPD ymm1
VEX.256.66.0F DA /rVPMINUB ymm1,VEX.256.66.0F DA /r,VPMINUB ymm1
VEX.256.66.0F DE /rVPMAXUB ymm1,VEX.256.66.0F DE /r,VPMAXUB ymm1
VEX.256.66.0F EA /rVPMINSW ymm1,VEX.256.66.0F EA /r,VPMINSW ymm1
VEX.256.66.0F ymm2,,VEX.256.66.0F ymm2
VEX.256.66.0F ymm3/m256,,VEX.256.66.0F ymm3
VEX.256.66.0F ymm3/m256,,VEX.256.66.0F m256
VEX.256.66.0F.WIG 10 /rVMOVUPD ymm1,VEX.256.66.0F.WIG 10 /r,VMOVUPD ymm1
VEX.256.66.0F.WIG 11 /rVMOVUPD ymm2/m256,VEX.256.66.0F.WIG 11 /r,VMOVUPD ymm2
VEX.256.66.0F.WIG 11 /rVMOVUPD ymm2/m256,VEX.256.66.0F.WIG 11 /r,VMOVUPD m256
VEX.256.66.0F.WIG 14 /rVUNPCKLPD ymm1,VEX.256.66.0F.WIG 14 /r,VUNPCKLPD ymm1
VEX.256.66.0F.WIG 15 /rVUNPCKHPD ymm1,VEX.256.66.0F.WIG 15 /r,VUNPCKHPD ymm1
VEX.256.66.0F.WIG 28 /rVMOVAPD ymm1,VEX.256.66.0F.WIG 28 /r,VMOVAPD ymm1
VEX.256.66.0F.WIG 29 /rVMOVAPD ymm2/m256,VEX.256.66.0F.WIG 29 /r,VMOVAPD ymm2
VEX.256.66.0F.WIG 29 /rVMOVAPD ymm2/m256,VEX.256.66.0F.WIG 29 /r,VMOVAPD m256
VEX.256.66.0F.WIG 2B /rVMOVNTPD m256,VEX.256.66.0F.WIG 2B /r,VMOVNTPD m256
VEX.256.66.0F.WIG 50 /rVMOVMSKPD reg,VEX.256.66.0F.WIG 50 /r,VMOVMSKPD reg
VEX.256.66.0F.WIG 51 /rVSQRTPD ymm1,VEX.256.66.0F.WIG 51 /r,VSQRTPD ymm1
VEX.256.66.0F.WIG 57 /rVXORPD ymm1,VEX.256.66.0F.WIG 57 /r,VXORPD ymm1
VEX.256.66.0F.WIG 58 /rVADDPD ymm1,VEX.256.66.0F.WIG 58 /r,VADDPD ymm1
VEX.256.66.0F.WIG 59 /rVMULPD ymm1,VEX.256.66.0F.WIG 59 /r,VMULPD ymm1
VEX.256.66.0F.WIG 5A /rVCVTPD2PS xmm1,VEX.256.66.0F.WIG 5A /r,VCVTPD2PS xmm1
VEX.256.66.0F.WIG 5B /rVCVTPS2DQ ymm1,VEX.256.66.0F.WIG 5B /r,VCVTPS2DQ ymm1
VEX.256.66.0F.WIG 5C /rVSUBPD ymm1,VEX.256.66.0F.WIG 5C /r,VSUBPD ymm1
VEX.256.66.0F.WIG 5D /rVMINPD ymm1,VEX.256.66.0F.WIG 5D /r,VMINPD ymm1
VEX.256.66.0F.WIG 5E /rVDIVPD ymm1,VEX.256.66.0F.WIG 5E /r,VDIVPD ymm1
VEX.256.66.0F.WIG 5F /rVMAXPD ymm1,VEX.256.66.0F.WIG 5F /r,VMAXPD ymm1
VEX.256.66.0F.WIG 60 /rVPUNPCKLBW ymm1,VEX.256.66.0F.WIG 60 /r,VPUNPCKLBW ymm1
VEX.256.66.0F.WIG 61 /rVPUNPCKLWD ymm1,VEX.256.66.0F.WIG 61 /r,VPUNPCKLWD ymm1
VEX.256.66.0F.WIG 62 /rVPUNPCKLDQ ymm1,VEX.256.66.0F.WIG 62 /r,VPUNPCKLDQ ymm1
VEX.256.66.0F.WIG 63 /rVPACKSSWB ymm1,VEX.256.66.0F.WIG 63 /r,VPACKSSWB ymm1
VEX.256.66.0F.WIG 64 /rVPCMPGTB ymm1,VEX.256.66.0F.WIG 64 /r,VPCMPGTB ymm1
VEX.256.66.0F.WIG 65 /rVPCMPGTW ymm1,VEX.256.66.0F.WIG 65 /r,VPCMPGTW ymm1
VEX.256.66.0F.WIG 66 /rVPCMPGTD ymm1,VEX.256.66.0F.WIG 66 /r,VPCMPGTD ymm1
VEX.256.66.0F.WIG 67 /rVPACKUSWB ymm1,VEX.256.66.0F.WIG 67 /r,VPACKUSWB ymm1
VEX.256.66.0F.WIG 68 /rVPUNPCKHBW ymm1,VEX.256.66.0F.WIG 68 /r,VPUNPCKHBW ymm1
VEX.256.66.0F.WIG 69 /rVPUNPCKHWD ymm1,VEX.256.66.0F.WIG 69 /r,VPUNPCKHWD ymm1
VEX.256.66.0F.WIG 6A /rVPUNPCKHDQ ymm1,VEX.256.66.0F.WIG 6A /r,VPUNPCKHDQ ymm1
VEX.256.66.0F.WIG 6B /rVPACKSSDW ymm1,VEX.256.66.0F.WIG 6B /r,VPACKSSDW ymm1
VEX.256.66.0F.WIG 6C /rVPUNPCKLQDQ ymm1,VEX.256.66.0F.WIG 6C /r,VPUNPCKLQDQ ymm1
VEX.256.66.0F.WIG 6D /rVPUNPCKHQDQ ymm1,VEX.256.66.0F.WIG 6D /r,VPUNPCKHQDQ ymm1
VEX.256.66.0F.WIG 6F /rVMOVDQA ymm1,VEX.256.66.0F.WIG 6F /r,VMOVDQA ymm1
VEX.256.66.0F.WIG 70 /r ibVPSHUFD ymm1,,VEX.256.66.0F.WIG 70 /r ibVPSHUFD ymm1
VEX.256.66.0F.WIG 71 /2 ibVPSRLW ymm1,,VEX.256.66.0F.WIG 71 /2 ibVPSRLW ymm1
VEX.256.66.0F.WIG 71 /4 ibVPSRAW ymm1,,VEX.256.66.0F.WIG 71 /4 ibVPSRAW ymm1
VEX.256.66.0F.WIG 71 /6 ibVPSLLW ymm1,,VEX.256.66.0F.WIG 71 /6 ibVPSLLW ymm1
VEX.256.66.0F.WIG 72 /2 ibVPSRLD ymm1,,VEX.256.66.0F.WIG 72 /2 ibVPSRLD ymm1
VEX.256.66.0F.WIG 72 /4 ibVPSRAD ymm1,,VEX.256.66.0F.WIG 72 /4 ibVPSRAD ymm1
VEX.256.66.0F.WIG 72 /6 ibVPSLLD ymm1,,VEX.256.66.0F.WIG 72 /6 ibVPSLLD ymm1
VEX.256.66.0F.WIG 73 /2 ibVPSRLQ ymm1,,VEX.256.66.0F.WIG 73 /2 ibVPSRLQ ymm1
VEX.256.66.0F.WIG 73 /3 ibVPSRLDQ ymm1,,VEX.256.66.0F.WIG 73 /3 ibVPSRLDQ ymm1
VEX.256.66.0F.WIG 73 /6 ibVPSLLQ ymm1,,VEX.256.66.0F.WIG 73 /6 ibVPSLLQ ymm1
VEX.256.66.0F.WIG 73 /7 ibVPSLLDQ ymm1,,VEX.256.66.0F.WIG 73 /7 ibVPSLLDQ ymm1
VEX.256.66.0F.WIG 74 /rVPCMPEQB ymm1,VEX.256.66.0F.WIG 74 /r,VPCMPEQB ymm1
VEX.256.66.0F.WIG 75 /rVPCMPEQW ymm1,VEX.256.66.0F.WIG 75 /r,VPCMPEQW ymm1
VEX.256.66.0F.WIG 76 /rVPCMPEQD ymm1,VEX.256.66.0F.WIG 76 /r,VPCMPEQD ymm1
VEX.256.66.0F.WIG 7C /rVHADDPD ymm1,VEX.256.66.0F.WIG 7C /r,VHADDPD ymm1
VEX.256.66.0F.WIG 7D /rVHSUBPD ymm1,VEX.256.66.0F.WIG 7D /r,VHSUBPD ymm1
VEX.256.66.0F.WIG 7F /rVMOVDQA ymm2/m256,VEX.256.66.0F.WIG 7F /r,VMOVDQA ymm2
VEX.256.66.0F.WIG 7F /rVMOVDQA ymm2/m256,VEX.256.66.0F.WIG 7F /r,VMOVDQA m256
VEX.256.66.0F.WIG C2 /r ibVCMPPD ymm1,,VEX.256.66.0F.WIG C2 /r ibVCMPPD ymm1
VEX.256.66.0F.WIG C6 /r ibVSHUFPD ymm1,,VEX.256.66.0F.WIG C6 /r ibVSHUFPD ymm1
VEX.256.66.0F.WIG D0 /rVADDSUBPD ymm1,VEX.256.66.0F.WIG D0 /r,VADDSUBPD ymm1
VEX.256.66.0F.WIG D1 /rVPSRLW ymm1,VEX.256.66.0F.WIG D1 /r,VPSRLW ymm1
VEX.256.66.0F.WIG D2 /rVPSRLD ymm1,VEX.256.66.0F.WIG D2 /r,VPSRLD ymm1
VEX.256.66.0F.WIG D3 /rVPSRLQ ymm1,VEX.256.66.0F.WIG D3 /r,VPSRLQ ymm1
VEX.256.66.0F.WIG D4 /rVPADDQ ymm1,VEX.256.66.0F.WIG D4 /r,VPADDQ ymm1
VEX.256.66.0F.WIG D5 /rVPMULLW ymm1,VEX.256.66.0F.WIG D5 /r,VPMULLW ymm1
VEX.256.66.0F.WIG D7 /rVPMOVMSKB reg,VEX.256.66.0F.WIG D7 /r,VPMOVMSKB reg
VEX.256.66.0F.WIG D8 /rVPSUBUSB ymm1,VEX.256.66.0F.WIG D8 /r,VPSUBUSB ymm1
VEX.256.66.0F.WIG D9 /rVPSUBUSW ymm1,VEX.256.66.0F.WIG D9 /r,VPSUBUSW ymm1
VEX.256.66.0F.WIG DB /rVPAND ymm1,VEX.256.66.0F.WIG DB /r,VPAND ymm1
VEX.256.66.0F.WIG DC /rVPADDUSB ymm1,VEX.256.66.0F.WIG DC /r,VPADDUSB ymm1
VEX.256.66.0F.WIG DD /rVPADDUSW ymm1,VEX.256.66.0F.WIG DD /r,VPADDUSW ymm1
VEX.256.66.0F.WIG DF /rVPANDN ymm1,VEX.256.66.0F.WIG DF /r,VPANDN ymm1
VEX.256.66.0F.WIG E0 /rVPAVGB ymm1,VEX.256.66.0F.WIG E0 /r,VPAVGB ymm1
VEX.256.66.0F.WIG E1 /rVPSRAW ymm1,VEX.256.66.0F.WIG E1 /r,VPSRAW ymm1
VEX.256.66.0F.WIG E2 /rVPSRAD ymm1,VEX.256.66.0F.WIG E2 /r,VPSRAD ymm1
VEX.256.66.0F.WIG E3 /rVPAVGW ymm1,VEX.256.66.0F.WIG E3 /r,VPAVGW ymm1
VEX.256.66.0F.WIG E4 /rVPMULHUW ymm1,VEX.256.66.0F.WIG E4 /r,VPMULHUW ymm1
VEX.256.66.0F.WIG E5 /rVPMULHW ymm1,VEX.256.66.0F.WIG E5 /r,VPMULHW ymm1
VEX.256.66.0F.WIG E6 /rVCVTTPD2DQ xmm1,VEX.256.66.0F.WIG E6 /r,VCVTTPD2DQ xmm1
VEX.256.66.0F.WIG E7 /rVMOVNTDQ m256,VEX.256.66.0F.WIG E7 /r,VMOVNTDQ m256
VEX.256.66.0F.WIG E8 /rVPSUBSB ymm1,VEX.256.66.0F.WIG E8 /r,VPSUBSB ymm1
VEX.256.66.0F.WIG E9 /rVPSUBSW ymm1,VEX.256.66.0F.WIG E9 /r,VPSUBSW ymm1
VEX.256.66.0F.WIG EB /rVPOR ymm1,VEX.256.66.0F.WIG EB /r,VPOR ymm1
VEX.256.66.0F.WIG EC /rVPADDSB ymm1,VEX.256.66.0F.WIG EC /r,VPADDSB ymm1
VEX.256.66.0F.WIG ED /rVPADDSW ymm1,VEX.256.66.0F.WIG ED /r,VPADDSW ymm1
VEX.256.66.0F.WIG EE /rVPMAXSW ymm1,VEX.256.66.0F.WIG EE /r,VPMAXSW ymm1
VEX.256.66.0F.WIG EF /rVPXOR ymm1,VEX.256.66.0F.WIG EF /r,VPXOR ymm1
VEX.256.66.0F.WIG F1 /rVPSLLW ymm1,VEX.256.66.0F.WIG F1 /r,VPSLLW ymm1
VEX.256.66.0F.WIG F2 /rVPSLLD ymm1,VEX.256.66.0F.WIG F2 /r,VPSLLD ymm1
VEX.256.66.0F.WIG F3 /rVPSLLQ ymm1,VEX.256.66.0F.WIG F3 /r,VPSLLQ ymm1
VEX.256.66.0F.WIG F4 /rVPMULUDQ ymm1,VEX.256.66.0F.WIG F4 /r,VPMULUDQ ymm1
VEX.256.66.0F.WIG F5 /rVPMADDWD ymm1,VEX.256.66.0F.WIG F5 /r,VPMADDWD ymm1
VEX.256.66.0F.WIG F6 /rVPSADBW ymm1,VEX.256.66.0F.WIG F6 /r,VPSADBW ymm1
VEX.256.66.0F.WIG F8 /rVPSUBB ymm1,VEX.256.66.0F.WIG F8 /r,VPSUBB ymm1
VEX.256.66.0F.WIG F9 /rVPSUBW ymm1,VEX.256.66.0F.WIG F9 /r,VPSUBW ymm1
VEX.256.66.0F.WIG FA /rVPSUBD ymm1,VEX.256.66.0F.WIG FA /r,VPSUBD ymm1
VEX.256.66.0F.WIG FB /rVPSUBQ ymm1,VEX.256.66.0F.WIG FB /r,VPSUBQ ymm1
VEX.256.66.0F.WIG FC /rVPADDB ymm1,VEX.256.66.0F.WIG FC /r,VPADDB ymm1
VEX.256.66.0F.WIG FD /rVPADDW ymm1,VEX.256.66.0F.WIG FD /r,VPADDW ymm1
VEX.256.66.0F.WIG FE /rVPADDD ymm1,VEX.256.66.0F.WIG FE /r,VPADDD ymm1
VEX.256.66.0F.WIG imm8,,VEX.256.66.0F.WIG imm8
VEX.256.66.0F.WIG xmm3/m128,,VEX.256.66.0F.WIG xmm3
VEX.256.66.0F.WIG xmm3/m128,,VEX.256.66.0F.WIG m128
VEX.256.66.0F.WIG ymm1,,VEX.256.66.0F.WIG ymm1
VEX.256.66.0F.WIG ymm2,,VEX.256.66.0F.WIG ymm2
VEX.256.66.0F.WIG ymm2/m256,,VEX.256.66.0F.WIG ymm2
VEX.256.66.0F.WIG ymm2/m256,,VEX.256.66.0F.WIG m256
VEX.256.66.0F.WIG ymm3 /m256,,VEX.256.66.0F.WIG ymm3 /m256
VEX.256.66.0F.WIG ymm3/.m256,,VEX.256.66.0F.WIG ymm3/.m256
VEX.256.66.0F.WIG ymm3/m256,,VEX.256.66.0F.WIG ymm3
VEX.256.66.0F.WIG ymm3/m256,,VEX.256.66.0F.WIG m256
VEX.256.66.0F38 2B /rVPACKUSDW ymm1,VEX.256.66.0F38 2B /r,VPACKUSDW ymm1
VEX.256.66.0F38 38 /rVPMINSB ymm1,VEX.256.66.0F38 38 /r,VPMINSB ymm1
VEX.256.66.0F38 3A/rVPMINUW ymm1,VEX.256.66.0F38 3A/r,VPMINUW ymm1
VEX.256.66.0F38 3E/rVPMAXUW ymm1,VEX.256.66.0F38 3E/r,VPMAXUW ymm1
VEX.256.66.0F38 ymm2,,VEX.256.66.0F38 ymm2
VEX.256.66.0F38 ymm3/m256,,VEX.256.66.0F38 ymm3
VEX.256.66.0F38 ymm3/m256,,VEX.256.66.0F38 m256
VEX.256.66.0F38.0 B8 /rVFMADD231PS ymm1,VEX.256.66.0F38.0 B8 /r,VFMADD231PS ymm1
VEX.256.66.0F38.0 BA /rVFMSUB231PS ymm1,VEX.256.66.0F38.0 BA /r,VFMSUB231PS ymm1
VEX.256.66.0F38.0 BC /rVFNMADD231PS ymm1,VEX.256.66.0F38.0 BC /r,VFNMADD231PS ymm1
VEX.256.66.0F38.0 BE /rVFNMSUB231PS ymm1,VEX.256.66.0F38.0 BE /r,VFNMSUB231PS ymm1
VEX.256.66.0F38.0 ymm2,,VEX.256.66.0F38.0 ymm2
VEX.256.66.0F38.0 ymm3/m256,,VEX.256.66.0F38.0 ymm3
VEX.256.66.0F38.0 ymm3/m256,,VEX.256.66.0F38.0 m256
VEX.256.66.0F38.W0 0C /rVPERMILPS ymm1,VEX.256.66.0F38.W0 0C /r,VPERMILPS ymm1
VEX.256.66.0F38.W0 0D /rVPERMILPD ymm1,VEX.256.66.0F38.W0 0D /r,VPERMILPD ymm1
VEX.256.66.0F38.W0 0E /rVTESTPS ymm1,VEX.256.66.0F38.W0 0E /r,VTESTPS ymm1
VEX.256.66.0F38.W0 0F /rVTESTPD ymm1,VEX.256.66.0F38.W0 0F /r,VTESTPD ymm1
VEX.256.66.0F38.W0 13 /rVCVTPH2PS ymm1,VEX.256.66.0F38.W0 13 /r,VCVTPH2PS ymm1
VEX.256.66.0F38.W0 16 /rVPERMPS ymm1,VEX.256.66.0F38.W0 16 /r,VPERMPS ymm1
VEX.256.66.0F38.W0 18 /rVBROADCASTSS ymm1,VEX.256.66.0F38.W0 18 /r,VBROADCASTSS ymm1
VEX.256.66.0F38.W0 19 /rVBROADCASTSD ymm1,VEX.256.66.0F38.W0 19 /r,VBROADCASTSD ymm1
VEX.256.66.0F38.W0 1A /rVBROADCASTF128 ymm1,VEX.256.66.0F38.W0 1A /r,VBROADCASTF128 ymm1
VEX.256.66.0F38.W0 2C /rVMASKMOVPS ymm1,VEX.256.66.0F38.W0 2C /r,VMASKMOVPS ymm1
VEX.256.66.0F38.W0 2D /rVMASKMOVPD ymm1,VEX.256.66.0F38.W0 2D /r,VMASKMOVPD ymm1
VEX.256.66.0F38.W0 2E /rVMASKMOVPS m256,VEX.256.66.0F38.W0 2E /r,VMASKMOVPS m256
VEX.256.66.0F38.W0 2F /rVMASKMOVPD m256,VEX.256.66.0F38.W0 2F /r,VMASKMOVPD m256
VEX.256.66.0F38.W0 36 /rVPERMD ymm1,VEX.256.66.0F38.W0 36 /r,VPERMD ymm1
VEX.256.66.0F38.W0 45 /rVPSRLVD ymm1,VEX.256.66.0F38.W0 45 /r,VPSRLVD ymm1
VEX.256.66.0F38.W0 46 /rVPSRAVD ymm1,VEX.256.66.0F38.W0 46 /r,VPSRAVD ymm1
VEX.256.66.0F38.W0 47 /rVPSLLVD ymm1,VEX.256.66.0F38.W0 47 /r,VPSLLVD ymm1
VEX.256.66.0F38.W0 50 /rVPDPBUSD ymm1,VEX.256.66.0F38.W0 50 /r,VPDPBUSD ymm1
VEX.256.66.0F38.W0 51 /rVPDPBUSDS ymm1,VEX.256.66.0F38.W0 51 /r,VPDPBUSDS ymm1
VEX.256.66.0F38.W0 52 /rVPDPWSSD ymm1,VEX.256.66.0F38.W0 52 /r,VPDPWSSD ymm1
VEX.256.66.0F38.W0 53 /rVPDPWSSDS ymm1,VEX.256.66.0F38.W0 53 /r,VPDPWSSDS ymm1
VEX.256.66.0F38.W0 58 /rVPBROADCASTD ymm1,VEX.256.66.0F38.W0 58 /r,VPBROADCASTD ymm1
VEX.256.66.0F38.W0 59 /rVPBROADCASTQ ymm1,VEX.256.66.0F38.W0 59 /r,VPBROADCASTQ ymm1
VEX.256.66.0F38.W0 5A /rVBROADCASTI128 ymm1,VEX.256.66.0F38.W0 5A /r,VBROADCASTI128 ymm1
VEX.256.66.0F38.W0 78 /rVPBROADCASTB ymm1,VEX.256.66.0F38.W0 78 /r,VPBROADCASTB ymm1
VEX.256.66.0F38.W0 79 /rVPBROADCASTW ymm1,VEX.256.66.0F38.W0 79 /r,VPBROADCASTW ymm1
VEX.256.66.0F38.W0 8C /rVPMASKMOVD ymm1,VEX.256.66.0F38.W0 8C /r,VPMASKMOVD ymm1
VEX.256.66.0F38.W0 8E /rVPMASKMOVD m256,VEX.256.66.0F38.W0 8E /r,VPMASKMOVD m256
VEX.256.66.0F38.W0 90 /rVPGATHERDD ymm1,VEX.256.66.0F38.W0 90 /r,VPGATHERDD ymm1
VEX.256.66.0F38.W0 91 /rVPGATHERQD xmm1,VEX.256.66.0F38.W0 91 /r,VPGATHERQD xmm1
VEX.256.66.0F38.W0 92 /rVGATHERDPS ymm1,VEX.256.66.0F38.W0 92 /r,VGATHERDPS ymm1
VEX.256.66.0F38.W0 93 /rVGATHERQPS xmm1,VEX.256.66.0F38.W0 93 /r,VGATHERQPS xmm1
VEX.256.66.0F38.W0 96 /rVFMADDSUB132PS ymm1,VEX.256.66.0F38.W0 96 /r,VFMADDSUB132PS ymm1
VEX.256.66.0F38.W0 97 /rVFMSUBADD132PS ymm1,VEX.256.66.0F38.W0 97 /r,VFMSUBADD132PS ymm1
VEX.256.66.0F38.W0 98 /rVFMADD132PS ymm1,VEX.256.66.0F38.W0 98 /r,VFMADD132PS ymm1
VEX.256.66.0F38.W0 9A /rVFMSUB132PS ymm1,VEX.256.66.0F38.W0 9A /r,VFMSUB132PS ymm1
VEX.256.66.0F38.W0 9C /rVFNMADD132PS ymm1,VEX.256.66.0F38.W0 9C /r,VFNMADD132PS ymm1
VEX.256.66.0F38.W0 9E /rVFNMSUB132PS ymm1,VEX.256.66.0F38.W0 9E /r,VFNMSUB132PS ymm1
VEX.256.66.0F38.W0 A6 /rVFMADDSUB213PS ymm1,VEX.256.66.0F38.W0 A6 /r,VFMADDSUB213PS ymm1
VEX.256.66.0F38.W0 A7 /rVFMSUBADD213PS ymm1,VEX.256.66.0F38.W0 A7 /r,VFMSUBADD213PS ymm1
VEX.256.66.0F38.W0 A8 /rVFMADD213PS ymm1,VEX.256.66.0F38.W0 A8 /r,VFMADD213PS ymm1
VEX.256.66.0F38.W0 AA /rVFMSUB213PS ymm1,VEX.256.66.0F38.W0 AA /r,VFMSUB213PS ymm1
VEX.256.66.0F38.W0 AC /rVFNMADD213PS ymm1,VEX.256.66.0F38.W0 AC /r,VFNMADD213PS ymm1
VEX.256.66.0F38.W0 AE /rVFNMSUB213PS ymm1,VEX.256.66.0F38.W0 AE /r,VFNMSUB213PS ymm1
VEX.256.66.0F38.W0 B0 !(11):rrr:bbbVCVTNEEPH2PS ymm1,,VEX.256.66.0F38.W0 B0 !(11):rrr:bbbVCVTNEEPH2PS ymm1
VEX.256.66.0F38.W0 B1 !(11):rrr:bbbVBCSTNESH2PS ymm1,,VEX.256.66.0F38.W0 B1 !(11):rrr:bbbVBCSTNESH2PS ymm1
VEX.256.66.0F38.W0 B6 /rVFMADDSUB231PS ymm1,VEX.256.66.0F38.W0 B6 /r,VFMADDSUB231PS ymm1
VEX.256.66.0F38.W0 B7 /rVFMSUBADD231PS ymm1,VEX.256.66.0F38.W0 B7 /r,VFMSUBADD231PS ymm1
VEX.256.66.0F38.W0 CF /rVGF2P8MULB ymm1,VEX.256.66.0F38.W0 CF /r,VGF2P8MULB ymm1
VEX.256.66.0F38.W0 D2 /rVPDPWUSD ymm1,VEX.256.66.0F38.W0 D2 /r,VPDPWUSD ymm1
VEX.256.66.0F38.W0 D3 /rVPDPWUSDS ymm1,VEX.256.66.0F38.W0 D3 /r,VPDPWUSDS ymm1
VEX.256.66.0F38.W0 m128,,VEX.256.66.0F38.W0 m128
VEX.256.66.0F38.W0 m16,,VEX.256.66.0F38.W0 m16
VEX.256.66.0F38.W0 m256,,VEX.256.66.0F38.W0 m256
VEX.256.66.0F38.W0 m32,,VEX.256.66.0F38.W0 m32
VEX.256.66.0F38.W0 m64,,VEX.256.66.0F38.W0 m64
VEX.256.66.0F38.W0 vm32y,,VEX.256.66.0F38.W0 vm32y
VEX.256.66.0F38.W0 vm64y,,VEX.256.66.0F38.W0 vm64y
VEX.256.66.0F38.W0 xmm2,,VEX.256.66.0F38.W0 xmm2
VEX.256.66.0F38.W0 xmm2/m128,,VEX.256.66.0F38.W0 xmm2
VEX.256.66.0F38.W0 xmm2/m128,,VEX.256.66.0F38.W0 m128
VEX.256.66.0F38.W0 xmm2/m16,,VEX.256.66.0F38.W0 xmm2
VEX.256.66.0F38.W0 xmm2/m16,,VEX.256.66.0F38.W0 m16
VEX.256.66.0F38.W0 xmm2/m32,,VEX.256.66.0F38.W0 xmm2
VEX.256.66.0F38.W0 xmm2/m32,,VEX.256.66.0F38.W0 m32
VEX.256.66.0F38.W0 xmm2/m64,,VEX.256.66.0F38.W0 xmm2
VEX.256.66.0F38.W0 xmm2/m64,,VEX.256.66.0F38.W0 m64
VEX.256.66.0F38.W0 xmm2/m8,,VEX.256.66.0F38.W0 xmm2
VEX.256.66.0F38.W0 xmm2/m8,,VEX.256.66.0F38.W0 m8
VEX.256.66.0F38.W0 ymm1,,VEX.256.66.0F38.W0 ymm1
VEX.256.66.0F38.W0 ymm2,,VEX.256.66.0F38.W0 ymm2
VEX.256.66.0F38.W0 ymm2/m256,,VEX.256.66.0F38.W0 ymm2
VEX.256.66.0F38.W0 ymm2/m256,,VEX.256.66.0F38.W0 m256
VEX.256.66.0F38.W0 ymm3/m256,,VEX.256.66.0F38.W0 ymm3
VEX.256.66.0F38.W0 ymm3/m256,,VEX.256.66.0F38.W0 m256
VEX.256.66.0F38.W1 45 /rVPSRLVQ ymm1,VEX.256.66.0F38.W1 45 /r,VPSRLVQ ymm1
VEX.256.66.0F38.W1 47 /rVPSLLVQ ymm1,VEX.256.66.0F38.W1 47 /r,VPSLLVQ ymm1
VEX.256.66.0F38.W1 8C /rVPMASKMOVQ ymm1,VEX.256.66.0F38.W1 8C /r,VPMASKMOVQ ymm1
VEX.256.66.0F38.W1 8E /rVPMASKMOVQ m256,VEX.256.66.0F38.W1 8E /r,VPMASKMOVQ m256
VEX.256.66.0F38.W1 90 /rVPGATHERDQ ymm1,VEX.256.66.0F38.W1 90 /r,VPGATHERDQ ymm1
VEX.256.66.0F38.W1 91 /rVPGATHERQQ ymm1,VEX.256.66.0F38.W1 91 /r,VPGATHERQQ ymm1
VEX.256.66.0F38.W1 92 /rVGATHERDPD ymm1,VEX.256.66.0F38.W1 92 /r,VGATHERDPD ymm1
VEX.256.66.0F38.W1 93 /rVGATHERQPD ymm1,VEX.256.66.0F38.W1 93 /r,VGATHERQPD ymm1
VEX.256.66.0F38.W1 96 /rVFMADDSUB132PD ymm1,VEX.256.66.0F38.W1 96 /r,VFMADDSUB132PD ymm1
VEX.256.66.0F38.W1 97 /rVFMSUBADD132PD ymm1,VEX.256.66.0F38.W1 97 /r,VFMSUBADD132PD ymm1
VEX.256.66.0F38.W1 98 /rVFMADD132PD ymm1,VEX.256.66.0F38.W1 98 /r,VFMADD132PD ymm1
VEX.256.66.0F38.W1 9A /rVFMSUB132PD ymm1,VEX.256.66.0F38.W1 9A /r,VFMSUB132PD ymm1
VEX.256.66.0F38.W1 9C /rVFNMADD132PD ymm1,VEX.256.66.0F38.W1 9C /r,VFNMADD132PD ymm1
VEX.256.66.0F38.W1 9E /rVFNMSUB132PD ymm1,VEX.256.66.0F38.W1 9E /r,VFNMSUB132PD ymm1
