Original,Opcode,Instruction
EVEX.128.66.0F.W0 72 /4 ibVPSRAD xmm1 {k1}{z},,EVEX.128.66.0F.W0 72 /4 ibVPSRAD xmm1 {k1}{z}
EVEX.128.66.0F.W0 72 /6 ibVPSLLD xmm1 {k1}{z},,EVEX.128.66.0F.W0 72 /6 ibVPSLLD xmm1 {k1}{z}
EVEX.128.66.0F.W0 76 /rVPCMPEQD k1 {k2},EVEX.128.66.0F.W0 76 /r,VPCMPEQD k1 {k2}
EVEX.128.66.0F.W0 78 /rVCVTTPS2UQQ xmm1 {k1}{z},EVEX.128.66.0F.W0 78 /r,VCVTTPS2UQQ xmm1 {k1}{z}
EVEX.128.66.0F.W0 79 /rVCVTPS2UQQ xmm1 {k1}{z},EVEX.128.66.0F.W0 79 /r,VCVTPS2UQQ xmm1 {k1}{z}
EVEX.128.66.0F.W0 7A /rVCVTTPS2QQ xmm1 {k1}{z},EVEX.128.66.0F.W0 7A /r,VCVTTPS2QQ xmm1 {k1}{z}
EVEX.128.66.0F.W0 7B /rVCVTPS2QQ xmm1 {k1}{z},EVEX.128.66.0F.W0 7B /r,VCVTPS2QQ xmm1 {k1}{z}
EVEX.128.66.0F.W0 7E /rVMOVD r32/m32,EVEX.128.66.0F.W0 7E /r,VMOVD r32
EVEX.128.66.0F.W0 7E /rVMOVD r32/m32,EVEX.128.66.0F.W0 7E /r,VMOVD m32
EVEX.128.66.0F.W0 7F /rVMOVDQA32 xmm2/m128 {k1}{z},EVEX.128.66.0F.W0 7F /r,VMOVDQA32 xmm2 {k1}{z}
EVEX.128.66.0F.W0 7F /rVMOVDQA32 xmm2/m128 {k1}{z},EVEX.128.66.0F.W0 7F /r,VMOVDQA32 m128 {k1}{z}
EVEX.128.66.0F.W0 D2 /rVPSRLD xmm1 {k1}{z},EVEX.128.66.0F.W0 D2 /r,VPSRLD xmm1 {k1}{z}
EVEX.128.66.0F.W0 DB /rVPANDD xmm1 {k1}{z},EVEX.128.66.0F.W0 DB /r,VPANDD xmm1 {k1}{z}
EVEX.128.66.0F.W0 DF /rVPANDND xmm1 {k1}{z},EVEX.128.66.0F.W0 DF /r,VPANDND xmm1 {k1}{z}
EVEX.128.66.0F.W0 E2 /rVPSRAD xmm1 {k1}{z},EVEX.128.66.0F.W0 E2 /r,VPSRAD xmm1 {k1}{z}
EVEX.128.66.0F.W0 E7 /rVMOVNTDQ m128,EVEX.128.66.0F.W0 E7 /r,VMOVNTDQ m128
EVEX.128.66.0F.W0 EB /rVPORD xmm1 {k1}{z},EVEX.128.66.0F.W0 EB /r,VPORD xmm1 {k1}{z}
EVEX.128.66.0F.W0 EF /rVPXORD xmm1 {k1}{z},EVEX.128.66.0F.W0 EF /r,VPXORD xmm1 {k1}{z}
EVEX.128.66.0F.W0 F2 /rVPSLLD xmm1 {k1}{z},EVEX.128.66.0F.W0 F2 /r,VPSLLD xmm1 {k1}{z}
EVEX.128.66.0F.W0 FA /rVPSUBD xmm1 {k1}{z},EVEX.128.66.0F.W0 FA /r,VPSUBD xmm1 {k1}{z}
EVEX.128.66.0F.W0 FE /rVPADDD xmm1 {k1}{z},EVEX.128.66.0F.W0 FE /r,VPADDD xmm1 {k1}{z}
EVEX.128.66.0F.W0 imm8,,EVEX.128.66.0F.W0 imm8
EVEX.128.66.0F.W0 r32/m32,,EVEX.128.66.0F.W0 r32
EVEX.128.66.0F.W0 r32/m32,,EVEX.128.66.0F.W0 m32
EVEX.128.66.0F.W0 xmm1,,EVEX.128.66.0F.W0 xmm1
EVEX.128.66.0F.W0 xmm2,,EVEX.128.66.0F.W0 xmm2
EVEX.128.66.0F.W0 xmm2/m128,,EVEX.128.66.0F.W0 xmm2
EVEX.128.66.0F.W0 xmm2/m128,,EVEX.128.66.0F.W0 m128
EVEX.128.66.0F.W0 xmm2/m128/m32bcst,,EVEX.128.66.0F.W0 xmm2/m32bcst
EVEX.128.66.0F.W0 xmm2/m128/m32bcst,,EVEX.128.66.0F.W0 m128/m32bcst
EVEX.128.66.0F.W0 xmm2/m64/m32bcst,,EVEX.128.66.0F.W0 xmm2/m32bcst
EVEX.128.66.0F.W0 xmm2/m64/m32bcst,,EVEX.128.66.0F.W0 m64/m32bcst
EVEX.128.66.0F.W0 xmm3/m128,,EVEX.128.66.0F.W0 xmm3
EVEX.128.66.0F.W0 xmm3/m128,,EVEX.128.66.0F.W0 m128
EVEX.128.66.0F.W0 xmm3/m128/m32bcst,,EVEX.128.66.0F.W0 xmm3/m32bcst
EVEX.128.66.0F.W0 xmm3/m128/m32bcst,,EVEX.128.66.0F.W0 m128/m32bcst
EVEX.128.66.0F.W1 10 /rVMOVUPD xmm1 {k1}{z},EVEX.128.66.0F.W1 10 /r,VMOVUPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 11 /rVMOVUPD xmm2/m128 {k1}{z},EVEX.128.66.0F.W1 11 /r,VMOVUPD xmm2 {k1}{z}
EVEX.128.66.0F.W1 11 /rVMOVUPD xmm2/m128 {k1}{z},EVEX.128.66.0F.W1 11 /r,VMOVUPD m128 {k1}{z}
EVEX.128.66.0F.W1 12 /rVMOVLPD xmm2,EVEX.128.66.0F.W1 12 /r,VMOVLPD xmm2
EVEX.128.66.0F.W1 13/rVMOVLPD m64,EVEX.128.66.0F.W1 13/r,VMOVLPD m64
EVEX.128.66.0F.W1 14 /rVUNPCKLPD xmm1 {k1}{z},EVEX.128.66.0F.W1 14 /r,VUNPCKLPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 15 /rVUNPCKHPD xmm1 {k1}{z},EVEX.128.66.0F.W1 15 /r,VUNPCKHPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 16 /rVMOVHPD xmm2,EVEX.128.66.0F.W1 16 /r,VMOVHPD xmm2
EVEX.128.66.0F.W1 17 /rVMOVHPD m64,EVEX.128.66.0F.W1 17 /r,VMOVHPD m64
EVEX.128.66.0F.W1 28 /rVMOVAPD xmm1 {k1}{z},EVEX.128.66.0F.W1 28 /r,VMOVAPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 29 /rVMOVAPD xmm2/m128 {k1}{z},EVEX.128.66.0F.W1 29 /r,VMOVAPD xmm2 {k1}{z}
EVEX.128.66.0F.W1 29 /rVMOVAPD xmm2/m128 {k1}{z},EVEX.128.66.0F.W1 29 /r,VMOVAPD m128 {k1}{z}
EVEX.128.66.0F.W1 2B /rVMOVNTPD m128,EVEX.128.66.0F.W1 2B /r,VMOVNTPD m128
EVEX.128.66.0F.W1 51 /rVSQRTPD xmm1 {k1}{z},EVEX.128.66.0F.W1 51 /r,VSQRTPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 54 /rVANDPD xmm1 {k1}{z},EVEX.128.66.0F.W1 54 /r,VANDPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 55 /rVANDNPD xmm1 {k1}{z},EVEX.128.66.0F.W1 55 /r,VANDNPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 56 /rVORPD xmm1 {k1}{z},EVEX.128.66.0F.W1 56 /r,VORPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 57 /rVXORPD xmm1 {k1}{z},EVEX.128.66.0F.W1 57 /r,VXORPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 58 /rVADDPD xmm1 {k1}{z},EVEX.128.66.0F.W1 58 /r,VADDPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 59 /rVMULPD xmm1 {k1}{z},EVEX.128.66.0F.W1 59 /r,VMULPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 5A /rVCVTPD2PS xmm1 {k1}{z},EVEX.128.66.0F.W1 5A /r,VCVTPD2PS xmm1 {k1}{z}
EVEX.128.66.0F.W1 5C /rVSUBPD xmm1 {k1}{z},EVEX.128.66.0F.W1 5C /r,VSUBPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 5D /rVMINPD xmm1 {k1}{z},EVEX.128.66.0F.W1 5D /r,VMINPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 5E /rVDIVPD xmm1 {k1}{z},EVEX.128.66.0F.W1 5E /r,VDIVPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 5F /rVMAXPD xmm1 {k1}{z},EVEX.128.66.0F.W1 5F /r,VMAXPD xmm1 {k1}{z}
EVEX.128.66.0F.W1 6C /rVPUNPCKLQDQ xmm1 {k1}{z},EVEX.128.66.0F.W1 6C /r,VPUNPCKLQDQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 6D /rVPUNPCKHQDQ xmm1 {k1}{z},EVEX.128.66.0F.W1 6D /r,VPUNPCKHQDQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 6E /rVMOVQ xmm1,EVEX.128.66.0F.W1 6E /r,VMOVQ xmm1
EVEX.128.66.0F.W1 6F /rVMOVDQA64 xmm1 {k1}{z},EVEX.128.66.0F.W1 6F /r,VMOVDQA64 xmm1 {k1}{z}
EVEX.128.66.0F.W1 72 /0 ibVPRORQ xmm1 {k1}{z},,EVEX.128.66.0F.W1 72 /0 ibVPRORQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 72 /1 ibVPROLQ xmm1 {k1}{z},,EVEX.128.66.0F.W1 72 /1 ibVPROLQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 72 /4 ibVPSRAQ xmm1 {k1}{z},,EVEX.128.66.0F.W1 72 /4 ibVPSRAQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 73 /2 ibVPSRLQ xmm1 {k1}{z},,EVEX.128.66.0F.W1 73 /2 ibVPSRLQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 73 /6 ibVPSLLQ xmm1 {k1}{z},,EVEX.128.66.0F.W1 73 /6 ibVPSLLQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 78 /rVCVTTPD2UQQ xmm1 {k1}{z},EVEX.128.66.0F.W1 78 /r,VCVTTPD2UQQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 79 /rVCVTPD2UQQ xmm1 {k1}{z},EVEX.128.66.0F.W1 79 /r,VCVTPD2UQQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 7A /rVCVTTPD2QQ xmm1 {k1}{z},EVEX.128.66.0F.W1 7A /r,VCVTTPD2QQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 7B /rVCVTPD2QQ xmm1 {k1}{z},EVEX.128.66.0F.W1 7B /r,VCVTPD2QQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 7E /rVMOVQ r64/m64,EVEX.128.66.0F.W1 7E /r,VMOVQ r64
EVEX.128.66.0F.W1 7E /rVMOVQ r64/m64,EVEX.128.66.0F.W1 7E /r,VMOVQ m64
EVEX.128.66.0F.W1 7F /rVMOVDQA64 xmm2/m128 {k1}{z},EVEX.128.66.0F.W1 7F /r,VMOVDQA64 xmm2 {k1}{z}
EVEX.128.66.0F.W1 7F /rVMOVDQA64 xmm2/m128 {k1}{z},EVEX.128.66.0F.W1 7F /r,VMOVDQA64 m128 {k1}{z}
EVEX.128.66.0F.W1 C2 /r ibVCMPPD k1 {k2},,EVEX.128.66.0F.W1 C2 /r ibVCMPPD k1 {k2}
EVEX.128.66.0F.W1 C6 /r ibVSHUFPD xmm1{k1}{z},,EVEX.128.66.0F.W1 C6 /r ibVSHUFPD xmm1{k1}{z}
EVEX.128.66.0F.W1 D3 /rVPSRLQ xmm1 {k1}{z},EVEX.128.66.0F.W1 D3 /r,VPSRLQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 D4 /rVPADDQ xmm1 {k1}{z},EVEX.128.66.0F.W1 D4 /r,VPADDQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 D6 /rVMOVQ xmm1/m64,EVEX.128.66.0F.W1 D6 /r,VMOVQ xmm1
EVEX.128.66.0F.W1 D6 /rVMOVQ xmm1/m64,EVEX.128.66.0F.W1 D6 /r,VMOVQ m64
EVEX.128.66.0F.W1 DB /rVPANDQ xmm1 {k1}{z},EVEX.128.66.0F.W1 DB /r,VPANDQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 DF /rVPANDNQ xmm1 {k1}{z},EVEX.128.66.0F.W1 DF /r,VPANDNQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 E2 /rVPSRAQ xmm1 {k1}{z},EVEX.128.66.0F.W1 E2 /r,VPSRAQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 E6 /rVCVTTPD2DQ xmm1 {k1}{z},EVEX.128.66.0F.W1 E6 /r,VCVTTPD2DQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 EB /rVPORQ xmm1 {k1}{z},EVEX.128.66.0F.W1 EB /r,VPORQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 EF /rVPXORQ xmm1 {k1}{z},EVEX.128.66.0F.W1 EF /r,VPXORQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 F3 /rVPSLLQ xmm1 {k1}{z},EVEX.128.66.0F.W1 F3 /r,VPSLLQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 F4 /rVPMULUDQ xmm1 {k1}{z},EVEX.128.66.0F.W1 F4 /r,VPMULUDQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 FB /rVPSUBQ xmm1 {k1}{z},EVEX.128.66.0F.W1 FB /r,VPSUBQ xmm1 {k1}{z}
EVEX.128.66.0F.W1 imm8,,EVEX.128.66.0F.W1 imm8
EVEX.128.66.0F.W1 m64,,EVEX.128.66.0F.W1 m64
EVEX.128.66.0F.W1 r64/m64,,EVEX.128.66.0F.W1 r64
EVEX.128.66.0F.W1 r64/m64,,EVEX.128.66.0F.W1 m64
EVEX.128.66.0F.W1 xmm1,,EVEX.128.66.0F.W1 xmm1
EVEX.128.66.0F.W1 xmm2,,EVEX.128.66.0F.W1 xmm2
EVEX.128.66.0F.W1 xmm2/m128,,EVEX.128.66.0F.W1 xmm2
EVEX.128.66.0F.W1 xmm2/m128,,EVEX.128.66.0F.W1 m128
EVEX.128.66.0F.W1 xmm2/m128/m64bcst,,EVEX.128.66.0F.W1 xmm2/m64bcst
EVEX.128.66.0F.W1 xmm2/m128/m64bcst,,EVEX.128.66.0F.W1 m128/m64bcst
EVEX.128.66.0F.W1 xmm3/m128,,EVEX.128.66.0F.W1 xmm3
EVEX.128.66.0F.W1 xmm3/m128,,EVEX.128.66.0F.W1 m128
EVEX.128.66.0F.W1 xmm3/m128/m64bcst,,EVEX.128.66.0F.W1 xmm3/m64bcst
EVEX.128.66.0F.W1 xmm3/m128/m64bcst,,EVEX.128.66.0F.W1 m128/m64bcst
EVEX.128.66.0F.WIG 60 /rVPUNPCKLBW xmm1 {k1}{z},EVEX.128.66.0F.WIG 60 /r,VPUNPCKLBW xmm1 {k1}{z}
EVEX.128.66.0F.WIG 61 /rVPUNPCKLWD xmm1 {k1}{z},EVEX.128.66.0F.WIG 61 /r,VPUNPCKLWD xmm1 {k1}{z}
EVEX.128.66.0F.WIG 63 /rVPACKSSWB xmm1 {k1}{z},EVEX.128.66.0F.WIG 63 /r,VPACKSSWB xmm1 {k1}{z}
EVEX.128.66.0F.WIG 64 /rVPCMPGTB k1 {k2},EVEX.128.66.0F.WIG 64 /r,VPCMPGTB k1 {k2}
EVEX.128.66.0F.WIG 65 /rVPCMPGTW k1 {k2},EVEX.128.66.0F.WIG 65 /r,VPCMPGTW k1 {k2}
EVEX.128.66.0F.WIG 67 /rVPACKUSWB xmm1{k1}{z},EVEX.128.66.0F.WIG 67 /r,VPACKUSWB xmm1{k1}{z}
EVEX.128.66.0F.WIG 68 /rVPUNPCKHBW xmm1 {k1}{z},EVEX.128.66.0F.WIG 68 /r,VPUNPCKHBW xmm1 {k1}{z}
EVEX.128.66.0F.WIG 69 /rVPUNPCKHWD xmm1 {k1}{z},EVEX.128.66.0F.WIG 69 /r,VPUNPCKHWD xmm1 {k1}{z}
EVEX.128.66.0F.WIG 71 /2 ibVPSRLW xmm1 {k1}{z},,EVEX.128.66.0F.WIG 71 /2 ibVPSRLW xmm1 {k1}{z}
EVEX.128.66.0F.WIG 71 /4 ibVPSRAW xmm1 {k1}{z},,EVEX.128.66.0F.WIG 71 /4 ibVPSRAW xmm1 {k1}{z}
EVEX.128.66.0F.WIG 71 /6 ibVPSLLW xmm1 {k1}{z},,EVEX.128.66.0F.WIG 71 /6 ibVPSLLW xmm1 {k1}{z}
EVEX.128.66.0F.WIG 73 /3 ibVPSRLDQ xmm1,,EVEX.128.66.0F.WIG 73 /3 ibVPSRLDQ xmm1
EVEX.128.66.0F.WIG 73 /7 ibVPSLLDQ xmm1,,EVEX.128.66.0F.WIG 73 /7 ibVPSLLDQ xmm1
EVEX.128.66.0F.WIG 74 /rVPCMPEQB k1 {k2},EVEX.128.66.0F.WIG 74 /r,VPCMPEQB k1 {k2}
EVEX.128.66.0F.WIG 75 /rVPCMPEQW k1 {k2},EVEX.128.66.0F.WIG 75 /r,VPCMPEQW k1 {k2}
EVEX.128.66.0F.WIG C4 /r ibVPINSRW xmm1,,EVEX.128.66.0F.WIG C4 /r ibVPINSRW xmm1
EVEX.128.66.0F.WIG C5 /r ibVPEXTRW reg,,EVEX.128.66.0F.WIG C5 /r ibVPEXTRW reg
EVEX.128.66.0F.WIG D1 /rVPSRLW xmm1 {k1}{z},EVEX.128.66.0F.WIG D1 /r,VPSRLW xmm1 {k1}{z}
EVEX.128.66.0F.WIG D5 /rVPMULLW xmm1 {k1}{z},EVEX.128.66.0F.WIG D5 /r,VPMULLW xmm1 {k1}{z}
EVEX.128.66.0F.WIG D8 /rVPSUBUSB xmm1 {k1}{z},EVEX.128.66.0F.WIG D8 /r,VPSUBUSB xmm1 {k1}{z}
EVEX.128.66.0F.WIG D9 /rVPSUBUSW xmm1 {k1}{z},EVEX.128.66.0F.WIG D9 /r,VPSUBUSW xmm1 {k1}{z}
EVEX.128.66.0F.WIG DC /rVPADDUSB xmm1 {k1}{z},EVEX.128.66.0F.WIG DC /r,VPADDUSB xmm1 {k1}{z}
EVEX.128.66.0F.WIG DD /rVPADDUSW xmm1 {k1}{z},EVEX.128.66.0F.WIG DD /r,VPADDUSW xmm1 {k1}{z}
EVEX.128.66.0F.WIG DE /rVPMAXUB xmm1{k1}{z},EVEX.128.66.0F.WIG DE /r,VPMAXUB xmm1{k1}{z}
EVEX.128.66.0F.WIG E0 /rVPAVGB xmm1 {k1}{z},EVEX.128.66.0F.WIG E0 /r,VPAVGB xmm1 {k1}{z}
EVEX.128.66.0F.WIG E1 /rVPSRAW xmm1 {k1}{z},EVEX.128.66.0F.WIG E1 /r,VPSRAW xmm1 {k1}{z}
EVEX.128.66.0F.WIG E3 /rVPAVGW xmm1 {k1}{z},EVEX.128.66.0F.WIG E3 /r,VPAVGW xmm1 {k1}{z}
EVEX.128.66.0F.WIG E4 /rVPMULHUW xmm1 {k1}{z},EVEX.128.66.0F.WIG E4 /r,VPMULHUW xmm1 {k1}{z}
EVEX.128.66.0F.WIG E5 /rVPMULHW xmm1 {k1}{z},EVEX.128.66.0F.WIG E5 /r,VPMULHW xmm1 {k1}{z}
EVEX.128.66.0F.WIG E8 /rVPSUBSB xmm1 {k1}{z},EVEX.128.66.0F.WIG E8 /r,VPSUBSB xmm1 {k1}{z}
EVEX.128.66.0F.WIG E9 /rVPSUBSW xmm1 {k1}{z},EVEX.128.66.0F.WIG E9 /r,VPSUBSW xmm1 {k1}{z}
EVEX.128.66.0F.WIG EA /rVPMINSW xmm1{k1}{z},EVEX.128.66.0F.WIG EA /r,VPMINSW xmm1{k1}{z}
EVEX.128.66.0F.WIG EC /rVPADDSB xmm1 {k1}{z},EVEX.128.66.0F.WIG EC /r,VPADDSB xmm1 {k1}{z}
EVEX.128.66.0F.WIG ED /rVPADDSW xmm1 {k1}{z},EVEX.128.66.0F.WIG ED /r,VPADDSW xmm1 {k1}{z}
EVEX.128.66.0F.WIG EE /rVPMAXSW xmm1{k1}{z},EVEX.128.66.0F.WIG EE /r,VPMAXSW xmm1{k1}{z}
EVEX.128.66.0F.WIG F1 /rVPSLLW xmm1 {k1}{z},EVEX.128.66.0F.WIG F1 /r,VPSLLW xmm1 {k1}{z}
EVEX.128.66.0F.WIG F5 /rVPMADDWD xmm1 {k1}{z},EVEX.128.66.0F.WIG F5 /r,VPMADDWD xmm1 {k1}{z}
EVEX.128.66.0F.WIG F6 /rVPSADBW xmm1,EVEX.128.66.0F.WIG F6 /r,VPSADBW xmm1
EVEX.128.66.0F.WIG F8 /rVPSUBB xmm1 {k1}{z},EVEX.128.66.0F.WIG F8 /r,VPSUBB xmm1 {k1}{z}
EVEX.128.66.0F.WIG F9 /rVPSUBW xmm1 {k1}{z},EVEX.128.66.0F.WIG F9 /r,VPSUBW xmm1 {k1}{z}
EVEX.128.66.0F.WIG FC /rVPADDB xmm1 {k1}{z},EVEX.128.66.0F.WIG FC /r,VPADDB xmm1 {k1}{z}
EVEX.128.66.0F.WIG FD /rVPADDW xmm1 {k1}{z},EVEX.128.66.0F.WIG FD /r,VPADDW xmm1 {k1}{z}
EVEX.128.66.0F.WIG imm8,,EVEX.128.66.0F.WIG imm8
EVEX.128.66.0F.WIG r32/m16,,EVEX.128.66.0F.WIG r32
EVEX.128.66.0F.WIG r32/m16,,EVEX.128.66.0F.WIG m16
EVEX.128.66.0F.WIG xmm1,,EVEX.128.66.0F.WIG xmm1
EVEX.128.66.0F.WIG xmm2,,EVEX.128.66.0F.WIG xmm2
EVEX.128.66.0F.WIG xmm2/ m128,,EVEX.128.66.0F.WIG xmm2/ m128
EVEX.128.66.0F.WIG xmm2/m128,,EVEX.128.66.0F.WIG xmm2
EVEX.128.66.0F.WIG xmm2/m128,,EVEX.128.66.0F.WIG m128
EVEX.128.66.0F.WIG xmm3 /m128,,EVEX.128.66.0F.WIG xmm3 /m128
EVEX.128.66.0F.WIG xmm3/m128,,EVEX.128.66.0F.WIG xmm3
EVEX.128.66.0F.WIG xmm3/m128,,EVEX.128.66.0F.WIG m128
EVEX.128.66.0F38 30.WIG /rVPMOVZXBW xmm1 {k1}{z},EVEX.128.66.0F38 30.WIG /r,VPMOVZXBW xmm1 {k1}{z}
EVEX.128.66.0F38 3A/rVPMINUW xmm1{k1}{z},EVEX.128.66.0F38 3A/r,VPMINUW xmm1{k1}{z}
EVEX.128.66.0F38 xmm2,,EVEX.128.66.0F38 xmm2
EVEX.128.66.0F38 xmm2/m64,,EVEX.128.66.0F38 xmm2
EVEX.128.66.0F38 xmm2/m64,,EVEX.128.66.0F38 m64
EVEX.128.66.0F38 xmm3/m128,,EVEX.128.66.0F38 xmm3
EVEX.128.66.0F38 xmm3/m128,,EVEX.128.66.0F38 m128
EVEX.128.66.0F38.W0 0C /rVPERMILPS xmm1 {k1}{z},EVEX.128.66.0F38.W0 0C /r,VPERMILPS xmm1 {k1}{z}
EVEX.128.66.0F38.W0 13 /rVCVTPH2PS xmm1 {k1}{z},EVEX.128.66.0F38.W0 13 /r,VCVTPH2PS xmm1 {k1}{z}
EVEX.128.66.0F38.W0 14 /rVPRORVD xmm1 {k1}{z},EVEX.128.66.0F38.W0 14 /r,VPRORVD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 15 /rVPROLVD xmm1 {k1}{z},EVEX.128.66.0F38.W0 15 /r,VPROLVD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 18 /rVBROADCASTSS xmm1 {k1}{z},EVEX.128.66.0F38.W0 18 /r,VBROADCASTSS xmm1 {k1}{z}
EVEX.128.66.0F38.W0 1E /rVPABSD xmm1 {k1}{z},EVEX.128.66.0F38.W0 1E /r,VPABSD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 25 /rVPMOVSXDQ xmm1 {k1}{z},EVEX.128.66.0F38.W0 25 /r,VPMOVSXDQ xmm1 {k1}{z}
EVEX.128.66.0F38.W0 26 /rVPTESTMB k2 {k1},EVEX.128.66.0F38.W0 26 /r,VPTESTMB k2 {k1}
EVEX.128.66.0F38.W0 27 /rVPTESTMD k2 {k1},EVEX.128.66.0F38.W0 27 /r,VPTESTMD k2 {k1}
EVEX.128.66.0F38.W0 2A /rVMOVNTDQA xmm1,EVEX.128.66.0F38.W0 2A /r,VMOVNTDQA xmm1
EVEX.128.66.0F38.W0 2B /rVPACKUSDW xmm1{k1}{z},EVEX.128.66.0F38.W0 2B /r,VPACKUSDW xmm1{k1}{z}
EVEX.128.66.0F38.W0 2C /rVSCALEFPS xmm1 {k1}{z},EVEX.128.66.0F38.W0 2C /r,VSCALEFPS xmm1 {k1}{z}
EVEX.128.66.0F38.W0 35 /rVPMOVZXDQ xmm1 {k1}{z},EVEX.128.66.0F38.W0 35 /r,VPMOVZXDQ xmm1 {k1}{z}
EVEX.128.66.0F38.W0 39 /rVPMINSD xmm1 {k1}{z},EVEX.128.66.0F38.W0 39 /r,VPMINSD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 3B /rVPMINUD xmm1 {k1}{z},EVEX.128.66.0F38.W0 3B /r,VPMINUD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 3D /rVPMAXSD xmm1 {k1}{z},EVEX.128.66.0F38.W0 3D /r,VPMAXSD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 3F /rVPMAXUD xmm1 {k1}{z},EVEX.128.66.0F38.W0 3F /r,VPMAXUD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 40 /rVPMULLD xmm1 {k1}{z},EVEX.128.66.0F38.W0 40 /r,VPMULLD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 42 /rVGETEXPPS xmm1 {k1}{z},EVEX.128.66.0F38.W0 42 /r,VGETEXPPS xmm1 {k1}{z}
EVEX.128.66.0F38.W0 44 /rVPLZCNTD xmm1 {k1}{z},EVEX.128.66.0F38.W0 44 /r,VPLZCNTD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 45 /rVPSRLVD xmm1 {k1}{z},EVEX.128.66.0F38.W0 45 /r,VPSRLVD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 46 /rVPSRAVD xmm1 {k1}{z},EVEX.128.66.0F38.W0 46 /r,VPSRAVD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 47 /rVPSLLVD xmm1 {k1}{z},EVEX.128.66.0F38.W0 47 /r,VPSLLVD xmm1 {k1}{z}
EVEX.128.66.0F38.W0 4C /rVRCP14PS xmm1 {k1}{z},EVEX.128.66.0F38.W0 4C /r,VRCP14PS xmm1 {k1}{z}
EVEX.128.66.0F38.W0 4E /rVRSQRT14PS xmm1 {k1}{z},EVEX.128.66.0F38.W0 4E /r,VRSQRT14PS xmm1 {k1}{z}
EVEX.128.66.0F38.W0 50 /rVPDPBUSD xmm1{k1}{z},EVEX.128.66.0F38.W0 50 /r,VPDPBUSD xmm1{k1}{z}
EVEX.128.66.0F38.W0 51 /rVPDPBUSDS xmm1{k1}{z},EVEX.128.66.0F38.W0 51 /r,VPDPBUSDS xmm1{k1}{z}
EVEX.128.66.0F38.W0 52 /rVPDPWSSD xmm1{k1}{z},EVEX.128.66.0F38.W0 52 /r,VPDPWSSD xmm1{k1}{z}
EVEX.128.66.0F38.W0 53 /rVPDPWSSDS xmm1{k1}{z},EVEX.128.66.0F38.W0 53 /r,VPDPWSSDS xmm1{k1}{z}
EVEX.128.66.0F38.W0 54 /rVPOPCNTB xmm1{k1}{z},EVEX.128.66.0F38.W0 54 /r,VPOPCNTB xmm1{k1}{z}
EVEX.128.66.0F38.W0 55 /rVPOPCNTD xmm1{k1}{z},EVEX.128.66.0F38.W0 55 /r,VPOPCNTD xmm1{k1}{z}
EVEX.128.66.0F38.W0 58 /rVPBROADCASTD xmm1 {k1}{z},EVEX.128.66.0F38.W0 58 /r,VPBROADCASTD xmm1 {k1}{z}
